Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50	x51	y51	z51	x52	y52	z52	x53	y53	z53	x54	y54	z54	x55	y55	z55	x56	y56	z56	x57	y57	z57	x58	y58	z58	x59	y59	z59	x60	y60	z60	x61	y61	z61	x62	y62	z62	x63	y63	z63	x64	y64	z64	x65	y65	z65	x66	y66	z66	x67	y67	z67	x68	y68	z68	x69	y69	z69
Hipposideridae	Hipposideros_commersoni	NA	NA	NA	NA	NA	NA	19,470455	1,410757	14,106995	12,112653	1,572685	14,252657	20,50951	3,49603	12,703127	11,735119	3,518557	12,9132	20,706215	5,674307	12,136706	11,315545	5,768364	12,328696	21,759188	11,724986	13,249847	10,472347	11,836394	13,4821	17,750412	15,839587	14,235814	NA	NA	NA	20,142616	19,546116	15,026896	12,353988	19,321465	15,398353	22,886246	24,132278	15,48876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20,545666	28,422039	16,031349	12,457331	28,701244	15,910881	16,771729	29,935658	16,834909	16,319929	26,315037	14,693182	16,24749	10,38753	15,372128	16,115273	5,737647	15,652542	16,074194	3,749257	19,288641	16,2408	6,1836	21,2274	16,4356	9,1979	22,4672	16,2858	11,2849	24,9748	16,2645	14,0681	26,6593	16,3625	17,2366	27,2684	16,5326	20,503	27,5475	16,7396	23,7402	27,107	16,8736	26,7647	25,9072	16,8097	29,1541	23,6689	16,758268	31,392929	21,280781	21,143066	6,965807	18,369984	21,9947	9,0326	17,0449	22,8974	11,1236	15,7706	24,2258	13,2723	15,1738	25,0479	15,3156	16,2513	24,911	17,3637	17,7816	24,7773	19,4945	16,6167	23,02496	20,888103	16,227121	22,325218	10,261951	13,34588	23,0596	11,4096	13,6016	23,7337	12,6125	13,7379	24,2516	13,8668	14,0285	24,609	15,1642	14,3718	24,8648	16,5171	14,5091	24,6889	17,8877	14,4815	24,090216	19,101654	14,222822	10,897404	7,049994	18,373775	10,0672	9,0997	16,9991	9,1774	11,2774	15,8992	8,0281	13,5465	15,4187	7,3467	15,6027	16,6167	7,6217	17,6564	18,0493	7,9874	19,7661	16,9145	9,654113	21,092026	16,677994	9,753181	10,37711	13,65321	9,1664	11,6233	13,8771	8,6132	12,8972	14,0325	8,2147	14,2029	14,3262	7,9132	15,5366	14,618	7,725	16,9045	14,8366	7,7095	18,3002	14,8757	8,301049	19,375401	14,607297
Hipposideridae	Hipposideros_fulvus	16,234196	7,730711	14,985064	15,620232	7,759621	15,00436	17,37487	8,520731	15,310216	14,45189	8,571136	15,376156	17,989391	9,284328	14,941342	14,031599	9,406555	15,027172	18,348682	10,58126	14,636105	13,847784	10,758066	14,796453	19,121868	14,098825	15,494215	13,27216	14,268363	15,523623	17,221165	16,353531	15,612143	15,358522	16,21867	15,666858	18,496174	17,616268	16,335535	14,137918	17,721107	16,416967	20,48263	20,516502	16,284912	12,348806	20,775433	16,465	20,266615	18,91251	17,044617	12,447537	19,132469	17,181423	20,239532	19,044439	15,622303	12,438917	19,243336	15,794908	19,202503	23,011347	16,653137	13,769823	23,109833	16,821781	16,57922	24,494789	17,320404	16,422783	21,497669	15,988592	16,228565	13,697139	16,204056	16,016867	10,837303	16,127834	16,117119	9,636925	17,575901	16,1364	10,7884	18,9496	16,2285	12,513	19,4932	16,2895	14,0857	20,4223	16,4075	15,4795	21,5552	16,4526	17,1932	22,18	16,5099	19,0157	22,1998	16,4864	20,7933	21,7798	16,5482	22,5549	21,3796	16,5242	24,0594	20,3635	16,49157	25,099035	18,890038	18,38829	10,857723	17,263103	18,7191	11,7907	16,6507	19,2465	12,8253	16,4793	19,7352	13,8916	16,4904	20,0286	14,9652	16,8276	20,2429	15,9604	17,2728	20,7424	16,8843	16,7772	20,490629	17,748276	16,919365	19,347923	13,323666	15,375069	19,6237	13,8627	15,565	19,8713	14,4357	15,6879	20,0894	15,0392	15,7717	20,2761	15,654	15,8297	20,4422	16,2751	15,8431	20,5994	16,8986	15,8157	20,378002	17,420292	15,931141	13,828032	11,00778	17,412603	13,4441	11,8349	16,722	13,1202	12,9367	16,5262	12,7833	14,0485	16,5931	12,5227	15,1436	16,8787	12,3165	16,1105	17,3904	11,8504	17,0788	16,9795	12,187183	17,90641	16,974913	12,853008	13,631969	15,56457	12,638	14,1814	15,7528	12,4553	14,7692	15,876	12,3131	15,3799	15,9449	12,1822	15,9966	15,9808	12,0555	16,6102	16,0161	11,9176	17,2232	16,0029	12,191854	17,708733	16,12775
Hipposideridae	Hipposideros_pratti	16,266483	-0,525559	13,25001	15,65847	-0,437469	13,251286	18,817213	1,622056	14,305676	12,723962	1,657945	14,37459	19,750132	3,291073	12,980038	12,103942	3,290696	13,232315	20,172016	5,662313	12,122347	11,460453	5,536014	12,157328	20,803476	11,636969	13,409258	11,308352	11,817228	13,490007	18,239008	15,343918	13,584478	NA	NA	NA	20,583429	19,056002	15,839748	11,997482	19,345057	15,943216	23,98312	24,100697	16,770784	9,029924	24,616011	17,047234	23,143002	21,839632	17,762817	9,676768	22,273079	18,038549	22,662746	22,017836	15,460913	10,01365	22,688763	15,705374	20,810722	28,034138	17,656824	12,353747	28,338284	17,748974	16,71175	29,929413	18,564976	16,428719	25,741179	15,956917	16,184422	10,620663	15,294104	16,094112	6,052533	15,366285	16,160599	5,482462	19,175095	16,2543	8,1012	20,5103	16,3798	10,8701	21,2763	16,3887	13,0276	23,3547	16,4283	15,0116	25,5599	16,5216	17,8238	26,5065	16,5313	20,8157	26,6484	16,5323	23,6028	25,635	16,6262	26,5579	25,0683	16,9306	28,7597	23,3544	16,780313	30,775635	21,316843	21,578974	7,648714	17,839725	22,0539	9,1287	16,0058	22,8752	11,0497	14,8592	23,8432	13,2292	14,9473	24,3925	14,6489	16,6664	24,7235	16,6286	17,7779	24,2984	18,6791	17,0072	23,113003	20,191307	17,599358	21,891497	10,354483	13,116531	22,772	11,3512	13,5425	23,4689	12,5194	13,8752	23,9321	13,7924	14,2312	24,2436	15,0931	14,6574	24,5645	16,4252	14,9605	24,7518	17,7994	15,1623	24,078033	18,860361	15,14905	10,626874	7,889383	17,796484	10,0899	9,2775	15,9998	9,4468	11,3374	15,1615	8,5431	13,4806	15,208	8,1298	14,9983	16,7579	7,878	16,8812	17,952	8,2487	19,0051	17,4806	9,567691	20,453215	17,507637	10,158605	10,746048	13,461456	9,4463	11,8387	13,8458	8,8035	13,0235	14,104	8,3807	14,2649	14,4836	8,1809	15,5312	14,9715	7,9203	16,8496	15,251	7,8432	18,2075	15,4092	8,429363	19,283079	15,416483
Hipposideridae	Hipposideros_speoris	16,367599	5,937096	14,655404	15,520148	5,978495	14,714678	17,883011	7,069308	14,711687	13,860316	7,138021	14,776804	18,489845	8,024208	14,06303	13,45056	8,032764	14,158216	19,059296	9,506904	13,663181	13,229187	9,725118	13,844359	19,153864	13,261213	14,823259	13,238287	13,284273	14,953331	17,388405	16,138487	15,511136	15,05649	16,167833	15,580741	19,070477	17,752663	16,232773	13,50164	17,93026	16,295692	21,005087	20,753845	16,847296	11,793521	21,041237	16,984072	20,846083	19,229919	17,506271	11,801357	19,593895	17,641184	20,869114	19,261753	16,152847	11,829822	19,49435	16,238577	19,423439	23,453972	17,131001	13,560689	23,637196	17,206459	16,607964	25,155891	17,847086	16,413895	21,887943	16,034742	16,217113	12,965188	15,873714	16,040224	9,72717	15,858776	16,152546	8,656243	17,548115	16,1607	10,0639	18,8618	16,2008	11,8946	19,5494	16,3341	13,3533	20,8621	16,4067	14,9006	22,0595	16,432	16,7274	22,7482	16,4685	18,68	22,9227	16,5584	20,625	22,6452	16,5741	22,5428	22,2155	16,644	24,1991	21,1929	16,621885	25,457317	19,742384	19,031475	10,120383	17,027323	19,5854	11,4198	16,3995	20,2198	12,7523	15,9416	21,0458	14,045	15,872	21,5149	15,0122	16,8348	21,8245	16,0549	17,742	21,693	17,2252	16,9364	20,839483	17,983131	17,202904	19,992018	12,59833	14,52067	20,438	13,2098	14,885	20,8793	13,8757	15,1618	21,2084	14,5751	15,5081	21,4723	15,3126	15,8353	21,6888	16,1039	16,0433	21,7739	16,9412	16,08	21,186529	17,459358	15,957298	13,219146	10,22894	17,171656	12,6881	11,509	16,5147	12,143	12,8629	16,0614	11,4357	14,2161	16,0387	10,9094	15,3194	16,8201	10,7647	16,2855	17,8691	10,8738	17,5042	17,1877	11,77877	18,227051	17,242191	12,230955	12,668148	14,722199	11,851	13,3641	15,0552	11,487	14,0889	15,3392	11,201	14,853	15,6283	11,0378	15,6406	15,9459	10,8109	16,4474	16,1442	10,7833	17,2854	16,2742	11,436653	17,78508	16,141954
Hipposideridae	Rhinonicteris_aurantia	16,52816	7,423028	15,43139	15,894887	7,412406	15,475797	17,976809	8,368846	15,402873	14,391991	8,390262	15,59853	18,42667	8,950743	14,865761	13,894941	9,073415	14,952864	18,91087	10,263532	14,513901	13,609886	10,383099	14,731314	19,080862	13,803061	15,259632	13,40032	13,858082	15,34042	17,553387	15,796968	14,91202	NA	NA	NA	18,614285	17,530281	15,648691	14,041913	17,525455	15,896233	20,318188	20,341015	15,78681	12,484539	20,480938	16,073326	20,225569	18,78301	16,318371	12,435392	18,989058	16,647469	19,955551	18,724113	15,108936	12,66432	18,916048	15,315335	19,0774	22,777016	16,724182	13,836578	22,951586	16,782011	16,510639	24,556522	17,121153	16,355488	21,406342	15,616568	16,263798	13,22592	15,682463	16,21394	11,065025	16,188908	16,337347	10,247682	17,954079	16,3865	11,8932	18,8538	16,4414	13,7129	18,9712	16,4645	15,2463	20,0681	16,5417	16,3052	21,6258	16,5669	17,1912	22,9255	16,6386	19,0581	22,683	16,6961	20,887	22,1892	16,7754	22,5765	21,3372	16,8305	24,1135	20,2535	16,651178	24,860806	18,594963	19,020578	11,770724	17,469643	19,4404	12,9284	16,6645	19,2157	13,4879	15,9778	19,9959	14,4978	16,4075	19,9477	15,2195	17,6777	20,1295	16,4311	18,2313	20,4391	17,0704	17,0302	19,994886	17,712574	16,357269	19,385971	13,281368	15,11512	19,7635	13,8212	15,1925	19,8981	14,3579	15,5909	20,0614	14,9922	15,8007	20,2116	15,6526	15,9298	20,3474	16,3161	16,0299	20,5643	16,859	15,7899	20,093006	17,259884	15,627091	13,465435	11,866704	17,614342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12,742932	17,848854	16,740131	13,018342	13,331611	15,371614	12,6706	13,8604	15,507	12,5966	14,441	15,767	12,4573	15,0514	15,9955	12,3249	15,6768	16,1893	12,1974	16,3194	16,3207	12,0132	16,9483	16,2578	12,276156	17,325006	15,919708
Hipposideridae	Triaenops_afer	16,256308	6,254664	13,201658	15,654425	6,28353	13,181726	18,173281	7,52693	13,966632	13,914798	7,536664	14,10103	18,559263	8,151688	13,571209	13,479403	8,304001	13,732289	19,008217	9,665332	13,55231	13,146238	9,768128	13,812073	19,445988	13,528184	14,551101	12,951608	13,65064	14,72563	17,483976	15,687658	14,592225	14,882854	15,789408	14,702183	18,743763	17,710367	15,682089	13,774338	17,712551	15,805914	20,449335	21,315975	15,790371	12,266617	21,398163	15,887262	20,523472	19,407063	16,375698	12,170728	19,57844	16,604523	20,300682	19,51692	14,670123	12,243278	19,723484	14,958263	19,041889	23,833645	17,039753	13,811556	23,887489	17,336445	16,226793	25,442276	17,717299	16,289577	22,36215	15,596677	16,132278	12,833183	15,445859	16,102736	10,041177	15,234189	16,184027	8,721084	17,324383	16,044	10,1903	18,7059	16,1404	11,8741	19,7958	16,3773	13,6616	20,7089	16,4273	15,3083	21,8796	16,4744	17,1101	22,7695	16,5405	19,1095	23,0694	16,5937	21,1229	23,0626	16,5869	23,1257	22,8396	16,5861	24,7154	21,6469	16,578876	25,516212	19,818287	19,795902	11,171135	16,913357	19,8763	12,4049	16,2365	20,2734	13,3348	16,8001	20,4541	14,224	17,8551	20,1351	15,3553	18,508	20,4142	16,6562	18,1219	20,7139	17,3349	16,9535	20,315369	18,089251	16,54229	19,767925	12,817204	14,634104	19,9837	13,4615	14,9195	20,2015	14,1646	14,9847	20,4215	14,8576	15,1278	20,5765	15,534	15,3873	20,7288	16,2274	15,5988	20,9185	16,9223	15,6764	20,785641	17,534523	15,551341	12,515966	11,319288	17,054562	12,4599	12,6164	16,3785	12,074	13,7931	16,8074	12,2989	14,5786	18,0251	12,4242	15,7117	18,7096	12,156	16,9856	18,0737	11,7958	17,1688	16,7807	12,32354	18,287855	16,754406	12,567149	13,04269	14,855854	12,3615	13,7272	15,1032	12,1366	14,4378	15,252	11,9962	15,1421	15,4554	11,9958	15,6691	15,9653	11,8207	16,3626	15,7847	11,641	17,0656	15,9247	11,764417	17,690338	15,761186
Hipposideridae	Triaenops_afer	16,204861	6,94936	13,488487	15,626593	6,947625	13,512096	18,010513	7,981127	14,288857	13,734007	8,171946	14,339401	18,342163	8,588984	13,902784	13,441936	8,799825	14,175359	18,768551	10,071714	13,850312	13,153492	10,312096	14,01193	18,973648	13,591145	14,891273	13,126301	13,915474	14,95185	17,414061	15,816643	14,785027	15,011818	15,853266	14,803163	18,626453	17,543814	15,643598	13,952923	17,691895	15,718213	20,639193	20,655396	15,532916	12,283567	20,963135	15,715078	20,474964	19,302362	16,346294	12,337883	19,569153	16,514252	20,150467	19,212954	14,732583	12,510918	19,556219	14,960271	19,03347	23,451183	16,970989	14,107921	23,636457	17,005062	16,844955	25,233112	17,701103	16,474121	22,18	15,517518	16,141972	13,006538	15,588843	16,009148	10,238231	15,582153	16,027386	9,190271	17,643063	16,1407	10,5882	18,9056	16,2191	12,2249	19,8441	16,2724	13,9651	20,5991	16,2766	15,5983	21,5676	16,3689	17,3193	22,3486	16,456	19,1914	22,5919	16,5461	21,0804	22,6403	16,7104	22,9454	22,3733	16,8398	24,5432	21,4299	16,799967	25,303837	19,715313	19,530033	11,644354	16,941257	19,7705	12,7799	16,2747	20,0891	13,8529	16,9897	20,1418	14,6159	18,0837	19,8303	15,8232	18,5654	20,0978	16,987	18,1377	20,5394	17,4721	16,9437	20,226341	18,068457	16,48171	19,450073	12,868186	14,91612	19,7165	13,4654	15,2197	19,9168	14,1365	15,3949	20,0852	14,8349	15,49	20,2561	15,5327	15,5844	20,4978	16,2094	15,6715	20,7325	16,8633	15,5564	20,504478	17,366604	15,493212	12,609467	11,838516	17,117043	12,5235	12,9898	16,4953	12,3396	14,0813	17,0124	12,5351	14,8293	18,0878	12,7545	15,9481	18,6447	12,4855	17,1112	18,2596	12,0109	17,6188	17,1447	12,45069	18,361286	16,612389	12,751666	13,076949	15,082756	12,6012	13,7034	15,3442	12,4776	14,3539	15,5572	12,3623	15,0313	15,6743	12,2161	15,7057	15,7737	12,0636	16,3804	15,8517	11,8612	17,0305	15,7914	11,904757	17,58861	15,635031
Hipposideridae	Triaenops_afer	15,910742	4,997762	13,027798	15,495714	4,994818	13,138894	18,230108	6,560392	13,987549	13,547869	6,742733	14,049538	18,690096	7,808903	13,459453	13,186815	8,116207	13,49276	19,164101	8,909975	13,264721	12,834725	9,072315	13,437998	19,096485	12,939981	14,643694	13,346355	13,05162	14,838203	17,434322	15,432788	14,363285	14,905866	15,448164	14,400229	18,821136	17,821568	15,304134	13,576849	17,861897	15,3472	21,158417	20,856815	16,485472	11,581028	21,221474	16,473738	20,829319	19,767624	16,191887	11,907622	20,066574	16,345955	20,645691	19,707691	14,376205	12,053354	19,981085	14,496603	19,155853	24,420198	16,47794	13,826906	24,660412	16,485775	16,500818	26,226433	16,841305	16,365948	22,865376	14,979084	16,122189	12,534793	15,340702	16,00433	9,569738	15,180665	16,089821	8,409169	17,816462	16,4011	10,1142	19,0109	16,3069	11,9989	19,9381	16,2545	13,8997	20,8541	16,3429	15,5906	22,1131	16,3681	17,4428	23,1074	16,4759	19,482	23,6182	16,5599	21,5831	23,6951	16,5731	23,6568	23,324	16,5462	25,3059	22,0625	16,511169	26,435682	20,324011	20,038555	11,101824	17,034557	20,2555	12,4433	16,3531	20,674	13,5872	17,0445	20,6491	14,4218	18,3104	20,3919	15,8457	18,6379	20,527	17,3113	18,2299	21,0836	17,763	16,9796	20,640114	18,302485	16,215567	20,001568	12,381812	14,521172	20,1981	13,1397	14,7109	20,3998	13,9055	14,9252	20,6053	14,6703	15,14	20,8263	15,4351	15,338	21,1029	16,1722	15,5674	21,3205	16,9299	15,5435	21,225239	17,584482	15,257851	12,173431	11,229902	17,105453	12,0666	12,699	16,5658	11,8084	13,897	17,265	12,1449	14,7229	18,5623	12,2394	16,1369	18,7014	12,0973	17,5998	18,4032	11,6017	18,0562	17,0285	12,114931	18,686884	16,549992	12,243191	12,708535	14,730979	12,1119	13,4675	14,9412	11,9114	14,2296	15,1127	11,7335	14,9794	15,3504	11,5587	15,7287	15,5934	11,4226	16,4922	15,8149	11,22	17,242	15,78	11,322012	17,86842	15,479712
Hipposideridae	Triaenops_afer	NA	NA	NA	NA	NA	NA	18,269272	6,827355	13,809385	13,566921	6,988359	13,799525	18,735783	7,814976	13,237336	13,208822	7,828884	13,332419	18,795292	9,457673	13,374398	12,869035	9,520334	13,360795	19,592875	13,451952	14,486216	12,67916	13,589897	14,641303	17,554813	15,837429	14,429345	14,936501	15,778557	14,507431	18,923004	17,73563	15,314969	13,560797	17,882967	15,441081	21,128033	21,287285	15,172171	11,727974	21,594124	15,353002	20,842415	19,841991	16,158974	11,883439	20,0249	16,337063	20,464775	19,750896	14,321242	12,193057	19,927299	14,466027	19,215904	24,220644	17,224964	13,574911	24,286549	17,307989	16,507055	26,135735	17,727821	16,360365	22,603004	15,588159	16,165245	12,886484	15,335855	16,058941	9,521953	15,175743	16,141178	8,169989	17,459095	16,2938	9,8051	18,813	16,3021	11,5865	19,9857	16,3197	13,5521	20,8178	16,3534	15,3455	21,9778	16,4555	17,2253	22,9785	16,5087	19,3168	23,3943	16,5045	21,4523	23,4105	16,6234	23,5521	23,0716	16,6649	25,1674	21,7232	16,616117	26,285145	19,93512	20,081551	10,941951	16,947067	20,263	12,2788	16,1896	20,6204	13,6351	16,7643	20,7809	14,4613	18,01	20,5035	15,5964	18,6408	20,4675	16,994	18,3395	21,077	17,6058	17,0386	20,65258	18,332001	16,417507	20,05402	12,55754	14,515837	20,2999	13,2174	14,8349	20,5099	13,9303	15,0733	20,729	14,6568	15,2578	20,9276	15,39	15,4394	21,1289	16,1311	15,5798	21,3376	16,872	15,5636	21,265324	17,568027	15,266577	12,149851	11,273121	16,946543	12,1176	12,6803	16,4495	11,7416	13,8415	17,1089	11,7997	14,8352	18,0006	12,0419	15,8105	18,9717	12,0002	17,1444	18,4577	11,6948	17,8187	17,214	11,927155	18,690161	16,71476	12,136856	12,824207	14,764764	11,9949	13,5198	15,0352	11,8398	14,2278	15,2662	11,6719	14,9477	15,4499	11,4893	15,6601	15,6467	11,3577	16,3967	15,7917	11,1939	17,1248	15,7495	11,159977	17,804173	15,51194
Hipposideridae	Triaenops_persicus	16,240009	7,642043	13,325451	15,822526	7,671014	13,351294	17,780605	8,322595	14,350936	14,24576	8,385379	14,508042	18,36681	8,920374	14,000385	13,596974	9,092122	14,059746	18,620552	10,130857	13,890224	13,903461	10,477997	14,341847	19,119013	13,427723	14,814339	13,234206	13,655847	14,911476	17,303398	15,08348	15,298316	15,080555	15,229793	15,366785	18,424686	17,20694	15,805797	14,092272	17,416002	15,833103	20,404486	20,139837	16,008698	12,351038	20,397963	16,0877	NA	NA	NA	12,536369	19,066738	16,745617	NA	NA	NA	12,837402	19,260059	15,166271	18,807478	22,651743	17,644182	14,015921	22,705853	17,598766	16,504807	24,354397	18,120556	16,353291	21,505869	15,983868	16,125563	12,866979	15,540965	16,033058	10,425178	15,501479	16,046955	9,415562	17,427036	16,1101	10,7453	18,6644	16,2001	12,366	19,4067	16,242	13,8492	20,4415	16,2523	15,4084	21,4031	16,29	17,1371	21,7251	16,3488	18,7527	22,2929	16,314	20,4368	22,1286	16,4447	22,2408	22,0759	16,4762	23,7531	21,1082	16,475147	24,36965	19,440485	19,412886	11,496281	16,796322	19,6249	12,5962	16,233	19,9936	13,6926	16,4885	20,1538	14,2825	17,5464	19,5555	15,1419	18,1674	19,7843	16,2544	18,0222	20,3169	16,9198	17,1376	20,021721	17,52693	16,617958	19,394829	12,767524	14,950184	19,6201	13,3348	15,2292	19,8062	13,9512	15,4389	19,9711	14,5898	15,6015	20,1048	15,2394	15,7514	20,2535	15,8948	15,8541	20,4519	16,5387	15,8589	20,346987	17,027985	15,66856	12,875841	11,796175	16,851376	12,7228	12,8226	16,0793	12,3442	13,9569	16,5742	12,3187	14,6564	17,7218	12,8256	15,5767	18,507	12,5139	16,7345	18,1093	12,2649	17,2683	16,8965	12,643036	18,07032	17,067009	12,845412	13,232546	15,092022	12,6757	13,8034	15,399	12,5173	14,4287	15,5913	12,3974	15,0691	15,7627	12,2956	15,7225	15,891	12,1943	16,3856	15,947	12,0253	17,0234	15,8853	12,448213	17,316715	15,80455
Megadermatidae	Cardioderma_cor	NA	NA	NA	NA	NA	NA	18,047104	4,378606	14,838186	13,507353	4,180383	14,577212	18,514879	5,720674	13,989828	13,098912	5,961361	14,027454	18,994057	7,432119	13,628176	12,71499	7,832297	13,770141	19,655897	12,844473	14,599009	12,451746	13,080626	14,788229	17,823984	17,251362	14,478864	14,797776	17,089622	14,563335	19,236065	18,655388	15,70834	13,500273	18,940315	15,807856	22,096399	22,027187	16,426224	11,087034	22,38496	16,639956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20,085419	25,217392	16,716871	13,364479	25,49992	16,851715	16,791672	26,980148	18,047775	16,558453	23,519901	15,728875	16,140039	12,169089	15,269531	15,781415	6,977933	14,978765	15,93335	6,886897	17,375849	15,7977	9,3804	18,339	15,9208	11,1255	20,3542	16,1635	12,4815	22,6622	16,3619	14,6109	23,9913	16,451	17,1136	24,8405	16,6962	19,754	24,9632	16,7338	22,4136	24,5815	17,0842	24,8753	23,7447	16,832	26,9635	22,2748	16,850328	27,950996	19,806122	19,146717	7,138216	16,18309	19,771	9,0429	15,1043	20,8873	10,9816	14,6361	22,4047	12,5619	15,2026	23,5139	14,127	16,3917	23,9921	16,1173	17,2904	23,1402	17,9037	16,6305	21,723282	19,331902	17,323889	21,204636	11,799716	13,822271	21,7854	12,3786	14,6153	22,4891	13,3252	14,7976	23,1142	14,2858	15,1849	23,5541	15,3388	15,5946	23,9014	16,491	15,7199	23,8058	17,6625	15,6353	22,825314	18,071846	15,5625	12,535957	7,337398	16,12199	12,1939	9,4421	15,3835	11,232	11,4704	15,0778	9,7756	13,0958	15,5639	8,8975	14,7479	16,8014	8,4987	16,7729	17,5866	9,4996	18,5177	16,9734	11,181102	19,720673	17,54974	10,889051	12,310956	14,060291	10,2848	13,0562	14,7236	9,685	14,0106	15,1243	9,2161	15,0298	15,5317	8,8692	16,1179	15,8924	8,5636	17,2623	16,0278	8,7998	18,3815	15,971	9,816151	18,764626	15,927183
Megadermatidae	Cardioderma_cor	NA	NA	NA	NA	NA	NA	18,062092	3,775908	13,293611	13,77643	3,896731	13,370863	18,688213	5,475151	12,970899	13,452756	5,700084	13,277511	19,083855	7,438185	12,916038	12,809475	7,537874	12,991417	19,730759	12,599021	14,418088	12,527643	12,797453	14,540504	17,753605	17,357248	14,516213	14,794645	17,282755	14,551085	19,325382	18,546375	15,704239	13,369838	18,706425	15,85594	21,902092	21,878292	16,673462	10,949237	22,145424	16,87406	21,185928	20,248848	17,56414	NA	NA	NA	21,69025	20,603409	15,615487	NA	NA	NA	19,669947	25,209152	17,214474	13,185524	25,286991	17,48521	16,526711	26,680176	18,785248	16,435186	23,665218	16,036228	16,197399	12,03961	14,938203	16,026642	6,69717	14,232299	16,021774	6,60315	16,712627	16,1349	9,0677	17,6368	15,9694	10,4635	19,7156	16,161	11,6845	22,0491	16,3627	13,6312	23,6545	16,4753	16,1751	24,3875	16,5724	18,7905	24,7098	16,6095	21,4386	24,602	16,6919	23,9828	24,8632	16,6916	25,9183	23,1128	16,76549	27,306953	20,897667	19,017319	8,181273	16,825359	19,4211	9,6718	15,293	20,9352	11,1264	14,6446	22,5233	12,5554	15,1063	23,7374	14,0912	16,1184	24,1377	15,8826	17,267	23,2706	17,7082	16,9187	21,704002	19,00378	17,282101	21,184238	11,734916	13,409455	22,0699	12,2678	14,0329	22,8477	13,0731	14,5138	23,2953	14,0798	15,0347	23,6205	15,2104	15,371	23,9221	16,3785	15,5682	23,6718	17,4344	15,7344	22,707561	18,037907	15,646935	13,179632	8,582458	16,66983	12,5308	10,162	15,3782	10,9957	11,6189	14,9332	9,4672	13,023	15,5023	8,6668	14,6413	16,6613	8,4307	16,5453	17,5554	9,4831	18,1877	17,0699	11,048873	19,363525	17,662849	11,123682	11,75573	13,632083	10,4115	12,5107	14,3222	9,6567	13,3784	14,809	9,1389	14,381	15,3298	8,9004	15,5317	15,7442	8,6858	16,7479	15,9337	8,9231	17,8789	16,0596	9,84751	18,435581	16,012081
