Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50	x51	y51	z51	x52	y52	z52	x53	y53	z53	x54	y54	z54	x55	y55	z55	x56	y56	z56	x57	y57	z57	x58	y58	z58	x59	y59	z59	x60	y60	z60	x61	y61	z61	x62	y62	z62	x63	y63	z63	x64	y64	z64	x65	y65	z65	x66	y66	z66	x67	y67	z67	x68	y68	z68	x69	y69	z69
Pteropodidae	Eonycteris_spelaea	NA	NA	NA	NA	NA	NA	18,546381	-1,267226	13,851964	12,872695	-1,176018	14,051242	18,991184	0,792474	13,811822	12,623875	0,977216	14,090624	20,250902	9,343368	14,792206	11,932978	9,652296	15,063418	20,506672	10,895639	14,944359	11,681572	11,14722	15,206422	18,417709	20,316238	13,304399	14,173973	20,155918	13,403545	21,326248	21,986536	13,913962	11,48628	22,070032	14,473484	22,950752	26,28989	13,340834	10,201115	26,770479	13,652121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20,241795	30,743259	13,782264	12,94153	30,83099	13,98687	16,749317	32,041206	15,575727	16,460224	28,433384	12,296566	NA	NA	NA	15,675433	-0,689512	14,097136	15,834075	-1,28193	17,741077	15,9276	1,9744	19,2393	16,1528	5,276	20,6232	16,351	8,6214	21,8943	16,4213	11,9341	23,2494	16,3666	15,3912	24,2021	16,4092	18,8813	25,038	16,5334	22,458	25,136	16,6462	25,9023	24,1935	16,7004	28,8764	22,1999	16,726625	31,566395	19,835918	21,411457	8,412302	17,738586	22,8809	10,1292	16,2037	24,7553	12,0698	15,7865	25,9543	14,2739	16,8286	26,8153	16,6624	17,7623	27,192	19,2793	17,0837	26,3245	21,4606	15,7176	24,462826	23,383358	15,271855	21,578854	9,87419	15,142307	23,6622	10,6574	15,1271	25,137	12,2795	15,021	26,0315	14,2278	15,7146	26,6775	16,1852	16,619	27,1722	18,2836	16,3405	26,8981	20,3172	15,5102	25,299114	21,527559	14,564286	10,848608	8,587622	18,019053	9,2577	10,2581	16,4927	7,478	12,4013	16,212	6,416	14,7106	17,4409	5,8106	17,3633	18,212	5,5606	20,0521	17,4063	6,58	22,2477	15,9878	8,735085	23,926289	15,783462	10,348335	10,019655	15,589748	8,4099	11,1419	15,5479	7,1916	12,9755	15,4973	6,4053	14,9771	16,1434	5,8677	17,016	16,7361	5,5148	19,1631	16,6389	6,1135	21,0105	15,6709	7,803779	22,243376	14,875322
Pteropodidae	Eonycteris_spelaea	15,797261	-1,994197	13,26021	14,932538	-2,113556	13,31748	18,18561	-0,262221	14,357195	12,732586	0,120922	14,542361	18,526102	1,653696	14,389755	12,684221	1,911621	14,655321	19,414623	7,615442	15,030481	12,204403	7,990427	15,219309	20,217091	11,206349	15,178231	11,8244	11,543732	15,363236	18,512947	19,377234	13,940214	14,147301	19,484982	13,956853	21,36058	21,084295	14,86305	11,46414	21,350965	15,143447	22,615227	25,523184	13,813967	10,554949	26,023575	13,912176	22,730495	23,738405	14,890908	NA	NA	NA	22,253986	23,636402	12,954363	NA	NA	NA	19,981939	29,222288	13,353619	13,226876	29,409445	13,396076	16,73707	30,704668	15,171851	16,572327	27,050856	12,546719	16,261089	15,243732	15,517192	15,505004	0,330357	14,413927	15,455261	-1,271642	17,249287	15,8719	1,8281	18,9739	15,8419	4,8326	20,6446	16,083	8,1122	22,1064	16,4241	11,3656	23,5946	16,514	14,7357	24,806	16,48	18,2853	25,3309	16,4536	21,8826	25,3365	16,6972	25,2373	24,1694	16,8115	27,9714	21,852	16,812246	30,580896	19,368954	20,710613	8,415442	17,886452	22,1179	9,9559	16,2975	23,8264	11,8565	15,7991	24,9975	14,1596	16,0671	25,4048	16,6669	16,7404	25,9692	19,1615	16,9208	25,4463	21,5845	16,1803	23,863007	23,575054	15,694106	20,943573	9,939067	15,337876	22,6133	10,9266	15,333	24,0637	12,2012	15,1621	24,7975	13,9541	15,4482	25,2132	15,8051	15,8731	25,6945	17,5811	16,3089	25,6811	19,4671	15,9105	24,902691	21,082499	15,235337	11,21546	8,809736	18,097775	9,9988	10,5469	16,6722	8,3919	12,4336	16,1389	7,4338	14,7463	16,4391	7,0233	17,2078	17,01	6,7897	19,6955	17,2056	7,3726	22,0366	16,4608	9,002144	23,841673	15,754615	10,960147	10,436475	15,5304	9,4141	11,5252	15,6255	8,1326	12,9056	15,475	7,5398	14,6623	15,8186	7,2578	16,5062	16,1878	6,9824	18,3506	16,542	6,9474	20,1595	16,1699	7,821337	21,585449	15,481584
Pteropodidae	Epomophorus_wahlbergi	15,725798	-8,53633	13,007454	15,260288	-8,695423	13,011575	18,883408	-6,421965	13,05478	11,86981	-6,49907	13,098586	19,555944	-1,76153	13,877648	11,821765	-1,532182	14,026429	20,89839	4,988937	12,871616	10,533603	5,16624	13,046479	21,675039	7,999693	13,056881	10,218369	8,356967	13,249184	19,588537	21,660019	13,524529	13,302289	21,469055	13,756766	23,532782	24,450233	15,209019	9,485017	24,326523	15,81278	24,896627	29,594936	14,856145	8,478218	29,876705	15,181065	NA	NA	NA	9,209096	27,025894	15,916094	NA	NA	NA	10,274763	27,196709	13,54848	20,463408	33,704891	16,078121	13,182134	33,810085	16,182642	16,829525	34,061161	18,66906	16,556171	31,641819	13,949244	16,09519	16,240402	13,740147	15,531597	-5,129175	14,03983	15,731815	-7,403399	18,777664	15,9393	-3,2668	19,9611	16,1186	0,9473	20,8769	16,2857	5,2041	21,5486	16,4085	9,2369	23,0786	16,5166	13,1566	24,8755	16,5471	17,2517	26,2291	16,6657	21,5359	26,4296	16,8916	25,7447	25,6386	16,921	29,504	23,5616	16,783899	33,450462	21,897234	22,992817	6,16502	17,571184	25,0941	8,4759	15,6517	26,7703	11,6528	15,5845	27,6091	14,8589	17,2461	28,2493	18,4899	17,4081	27,6542	21,9387	16,9889	27,3042	24,0996	17,0362	25,464483	26,604786	16,71818	23,249563	9,075326	13,778696	25,3484	9,9347	14,2229	26,953	11,5795	13,9561	27,6852	13,8061	14,1891	27,9444	16,0895	14,7906	28,2406	18,3067	15,5394	28,3039	20,643	15,7045	27,552418	22,883923	15,618887	9,492746	6,385985	18,073082	7,5705	8,4333	16,1884	5,9122	11,2752	15,6093	5,0461	14,207	16,9846	4,6925	17,406	17,8648	4,3864	20,775	17,7017	5,2803	23,9994	17,5706	7,541158	26,476082	17,133745	9,063489	9,192897	13,775333	7,1363	10,238	14,5617	5,6459	12,0417	14,3415	4,9181	14,331	14,4895	4,5245	16,624	15,1164	4,3815	18,8987	15,8589	4,4884	21,3057	16,0133	5,364646	23,408096	15,994841
Pteropodidae	Epomophorus_wahlbergi	NA	NA	NA	14,833207	-11,090441	13,945156	18,573673	-8,76086	14,111828	12,017104	-8,4663	14,304083	19,353683	-4,508899	14,633354	11,486017	-4,261891	14,901209	20,941851	3,382577	13,444012	10,141739	3,619656	13,873972	22,023369	6,630816	13,324017	10,001732	7,272665	13,751307	19,686666	20,980276	11,595976	12,803559	21,598352	12,1114	23,097494	24,610479	14,292917	9,956786	24,780935	14,800911	25,630077	29,893663	14,005226	8,04613	30,630037	14,288326	24,194195	27,392942	15,025494	8,926962	27,858931	15,292419	23,204433	27,20278	12,269766	9,987485	27,644583	12,452597	21,210423	34,420265	15,082619	12,780774	34,787018	15,107185	17,133766	34,978714	17,177235	16,89546	31,997759	12,593016	16,451452	16,599821	13,754662	15,353134	-7,106327	14,426075	15,398139	-8,862643	19,725792	15,6465	-4,4653	20,3123	15,709	-0,0915	21,176	15,9167	4,2951	21,9248	16,2429	8,5203	23,263	16,5002	12,9204	23,9638	16,7111	17,3363	24,5749	16,8431	21,7761	25,0131	16,9561	26,1197	24,4733	16,8541	29,9577	22,3118	17,229881	34,077667	20,812643	22,85951	5,224922	18,786289	24,7379	7,4402	16,4899	26,6412	10,5229	15,7596	27,7892	13,6955	17,2173	28,0927	17,1352	18,4975	28,9141	20,6426	17,6619	28,0492	24,1034	16,7827	25,708864	26,914289	16,221859	23,135521	7,272066	13,609514	25,0785	9,1069	14,1278	26,9397	11,0126	13,7307	27,8233	13,4271	14,7089	28,2772	15,9908	15,6518	28,7186	18,6895	16,0368	28,7199	21,0332	15,6927	28,264381	23,619757	15,008627	8,460629	6,094433	18,628193	6,7447	8,5004	16,7757	5,0488	11,533	16,4301	4,4633	14,6319	17,7626	4,49	17,885	18,7948	4,3482	21,3137	18,2432	5,1644	24,5827	17,3967	7,216014	27,238493	16,404448	8,230435	8,366673	14,394615	6,3531	10,1142	14,5375	4,8707	12,1272	14,285	4,5437	14,6076	15,0703	4,4764	17,1577	15,6963	4,2833	19,6182	16,5756	3,9726	22,1851	16,251	4,953293	24,381544	15,574772
Pteropodidae	Epomophorus_wahlbergi	15,794183	-6,077521	13,411073	15,093276	-5,990825	13,483156	18,444685	-4,368323	14,371819	12,588639	-4,27144	14,590442	19,109528	-2,221891	14,473659	12,112557	-1,882015	14,783869	20,540417	5,200001	14,378859	10,990644	5,672737	14,695817	21,634014	10,755274	14,151111	10,414803	11,117414	14,439937	NA	NA	NA	NA	NA	NA	22,325493	23,812298	13,571015	10,42165	24,077826	14,182661	23,806583	28,698545	12,87164	9,666828	28,873854	13,109114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16,296713	34,416374	14,527349	NA	NA	NA	16,177786	15,650219	14,284463	15,595768	-3,281117	14,722458	15,608932	-5,603765	18,138809	15,832	-1,7683	19,9942	16,0302	2,3162	21,3632	16,2247	6,5382	22,205	16,3733	10,5485	23,8075	16,4084	14,5093	25,5312	16,438	18,7103	26,5398	16,5444	23,0156	26,7016	16,7382	27,1806	25,7025	16,8356	30,5696	23,0787	16,732944	33,880028	20,312109	21,757	6,736765	17,517876	23,5814	8,9664	15,7987	25,8946	11,2843	15,2104	27,413	14,003	16,1728	27,7786	17,0905	17,419	28,3449	20,2918	16,6982	27,4189	23,3009	15,797	25,356773	25,854887	15,195224	22,623806	9,145044	14,585939	24,6605	10,3439	14,4786	26,3745	11,9481	14,5112	27,3143	14,0509	15,0373	27,6635	16,284	15,775	27,9923	18,6106	16,0221	28,009	20,9155	15,5037	27,341919	23,096437	14,918906	10,360905	7,060593	18,092556	8,6304	9,4289	16,2992	6,4005	11,89	15,6282	5,1394	14,7931	16,8159	4,5619	17,9964	17,835	4,634	21,3745	17,2963	6,0518	24,2894	16,2262	8,119699	26,868792	15,610675	9,331816	10,411463	14,778998	7,4397	11,5387	14,62	5,941	13,1384	14,9533	5,1767	15,1125	15,6157	4,7676	17,2103	16,2559	4,6085	19,4129	16,5179	4,6767	21,6047	16,202	5,608057	23,475733	15,56623
Pteropodidae	Epomophorus_wahlbergi	16,491116	-10,918848	13,366665	15,971302	-10,839447	13,381207	19,707111	-8,732671	13,885946	12,584995	-8,676443	13,754564	20,616734	-3,505695	14,265642	11,850889	-3,512174	14,312235	21,879978	3,737249	13,285841	10,601526	3,880622	13,369085	22,577133	7,599329	13,431131	10,051347	7,660534	13,427439	20,699162	22,777679	14,041815	12,824306	21,95009	12,114317	22,665939	25,303917	14,326376	9,644899	24,827833	14,853064	24,78933	31,827528	14,39736	8,448452	31,828436	14,621931	24,773888	28,785795	15,490728	8,44936	29,160036	15,844408	23,343952	28,994608	12,597343	9,704688	28,972677	12,744661	20,652096	35,980614	16,037115	12,738647	36,121437	16,060896	16,689547	36,301239	18,454836	16,595997	33,587639	13,431654	16,157673	16,501495	13,675203	16,068354	-6,846913	14,236877	16,228878	-9,457888	19,344227	16,1162	-4,931	20,2812	16,1955	-0,3614	21,1787	16,3527	4,2225	21,9845	16,5786	8,2828	23,9005	16,7996	12,8333	24,7772	16,7429	17,338	25,8911	16,8799	21,8689	26,69	16,9452	26,3758	25,609	16,7144	30,5933	23,6668	16,757992	34,963692	22,169699	23,975388	5,832425	18,974691	25,695	8,1445	16,7968	27,1687	11,193	15,6458	28,5623	14,2413	16,7587	29,2968	17,7299	17,3899	29,6183	21,3029	16,8599	28,5334	24,742	16,6574	26,344032	27,571873	16,090374	23,658352	7,679725	13,782902	25,4678	9,2965	14,6273	27,2403	11,3286	14,3806	28,3396	13,7608	14,6825	29,04	16,3585	15,0017	29,4488	19,029	15,1807	29,1941	21,6939	15,2603	28,273693	24,205515	15,077257	7,822505	6,481988	18,51199	6,2279	8,7444	16,5512	4,7087	11,7471	16,4077	4,0098	14,9562	17,2289	3,5607	18,2422	17,3839	3,2452	21,6103	17,2947	4,1704	24,8466	16,9703	6,463619	27,27327	16,26832	8,323801	8,395994	14,391993	6,3283	10,3168	14,7415	4,635	12,5168	14,8766	3,9421	15,1863	15,29	3,4873	17,9474	15,4073	3,2571	20,7372	15,4456	3,8453	22,9854	16,3045	4,536078	24,988056	15,368147
Pteropodidae	Epomophorus_wahlbergi	15,769953	-15,445609	11,879662	15,176876	-15,312967	11,815275	19,646786	-12,914882	11,334984	11,283518	-12,559694	11,757631	20,266994	-6,578685	12,517195	11,347711	-6,193375	12,708885	21,972906	1,539902	11,6192	9,57044	1,772282	11,832327	22,653008	5,00967	11,969427	9,497014	5,412085	12,056421	20,463528	22,303495	11,375387	12,161381	22,4501	11,486502	23,645792	25,465143	14,459196	8,805167	25,97394	14,891655	25,021711	32,458252	14,144867	7,970345	32,288956	14,52194	24,860821	29,234343	15,040377	8,216757	29,636953	15,512217	23,773378	29,409277	12,28203	9,321433	29,711378	12,720486	21,073284	37,429039	15,864305	12,266854	37,336853	16,165312	16,872992	37,502724	17,903791	16,649908	35,157867	13,813473	16,300697	15,863691	13,014717	15,729074	-11,694897	12,818213	16,016003	-11,253498	18,838923	16,0403	-6,4268	19,6166	16,1082	-1,666	20,7454	16,1964	3,0582	21,9898	16,3001	7,6262	23,7054	16,4238	12,4277	24,6488	16,3862	17,2679	25,3874	16,3934	22,1054	26,1268	16,8208	26,9498	25,7986	16,7847	31,4963	24,0184	16,84498	36,069748	22,34107	23,146334	4,530832	18,462179	25,4983	6,706	15,9509	27,6797	10,0865	15,7534	29,0793	13,531	17,4317	29,4038	17,4268	18,4801	29,9176	21,4503	17,8668	28,7767	25,3078	17,0869	26,791815	27,866274	16,245043	24,091341	7,304468	13,019407	26,5048	8,2686	14,033	28,4304	10,4001	14,1192	29,3627	13,1469	14,5331	29,8488	15,9367	15,3007	30,1915	18,7318	15,9688	30,3492	21,6559	15,7848	29,638699	24,241442	14,957348	8,595191	4,865844	18,337065	6,469	7,31	16,2593	4,4819	10,593	16,175	3,6768	13,9405	17,9821	3,502	17,626	19,0276	2,9996	21,4372	18,379	3,8878	25,1438	17,6838	6,047516	28,207647	16,679907	7,892627	7,608021	13,480864	5,6975	9,1359	14,383	3,856	11,2755	14,5633	3,1217	13,9939	15,0722	2,8833	16,7931	15,6607	2,6139	19,5904	16,2312	2,5805	22,4623	16,2254	3,462264	24,936575	15,393694
Pteropodidae	Epomophorus_wahlbergi	15,712648	-12,461078	11,475405	15,074279	-12,478571	11,509945	19,083694	-10,298311	11,498533	11,801184	-10,066107	11,693514	19,9613	-4,397582	12,158833	11,368144	-4,14714	12,34367	22,267792	3,506213	11,365496	9,520258	3,936348	11,69664	22,660114	7,135705	11,839846	9,296379	7,683043	12,093491	20,309425	21,959036	11,260593	12,319715	22,175892	11,424492	23,639942	25,481651	14,472876	9,404538	25,550276	14,998758	25,231819	31,494944	14,137392	7,743369	31,704317	14,629034	24,89801	28,453691	15,116037	8,561993	28,944113	15,586092	23,706875	28,647743	12,324268	9,538457	28,698662	12,760962	21,336681	35,908318	16,298334	12,369036	36,02594	16,42462	16,829487	36,255402	17,686663	16,604521	33,816925	13,3971	16,346733	15,986124	12,857843	15,617749	-9,134836	12,370222	15,449709	-10,859856	18,024115	15,5742	-6,2224	18,8104	15,6911	-1,6156	19,776	15,8173	2,9719	20,8013	15,9393	7,3072	22,6253	16,1319	11,8112	23,982	16,3352	16,3876	25,0732	16,612	21,0014	25,943	16,7382	25,6779	25,5686	16,789	29,8652	23,5037	17,010445	34,313828	22,221415	22,797588	5,166659	17,79167	25,3796	7,2609	15,6914	27,9674	10,117	15,2747	28,701	13,3364	17,3912	29,2462	16,9065	18,7758	29,5926	20,8735	18,5064	28,8275	24,6403	17,8302	26,710056	27,842564	16,816671	24,340054	7,739063	13,13357	26,6927	8,8501	13,9079	28,4746	10,8453	13,8552	29,1334	13,4279	14,5078	29,4647	15,9947	15,4492	29,8061	18,573	16,3407	29,9962	21,2358	15,9987	29,146774	23,700159	15,230928	8,698587	5,345963	17,644739	6,3814	7,8819	15,8831	4,4699	11,1976	16,0296	4,0125	14,388	18,1971	3,7042	17,9239	19,5341	3,4115	21,7791	19,1584	4,4828	25,3833	18,3573	6,824141	28,257956	17,194185	7,794542	8,042178	13,380472	5,6389	9,5601	14,2337	3,8253	11,5783	14,4753	3,1682	14,181	15,188	2,9692	16,8033	16,1602	2,8731	19,387	16,7049	2,9931	22,0783	16,7045	3,724288	24,471739	15,974405
Pteropodidae	Epomops_franqueti	15,118426	-9,596973	10,743876	14,513693	-9,551559	10,799019	17,910545	-8,004189	10,974524	11,660435	-7,520008	11,095088	19,225674	-3,400134	12,062811	11,180205	-2,975661	12,158626	20,973942	2,815193	12,592213	10,080212	3,480634	12,739532	21,775684	5,902555	12,978692	9,623913	6,410953	13,104063	20,258904	20,876431	12,662794	12,813757	21,182047	12,739473	22,596321	23,072687	14,143152	10,570714	23,447088	14,413804	25,365395	28,311255	13,748014	8,474966	28,649359	13,948582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21,090824	33,515694	13,796289	13,313663	33,903938	13,78076	17,16135	34,387871	15,436518	17,056633	30,987276	11,825357	16,049187	14,555391	14,197786	14,890057	-6,672559	11,246798	14,887867	-7,700008	16,355844	15,256	-3,5479	18,2532	15,5701	0,6665	20,0198	15,7151	4,9772	21,5559	16,1267	9,0907	23,5202	16,4311	13,501	24,6907	16,586	17,8667	26,0431	16,7356	22,3599	26,5871	16,7675	26,6142	24,939	16,7899	30,3659	22,3761	17,127268	33,968292	19,657759	22,64521	5,638237	17,915407	24,46	7,631	16,1942	26,2453	10,2982	16,3151	27,1341	13,3128	17,226	28,0344	16,3857	17,7602	28,3809	19,6067	17,3579	27,9174	22,6672	16,4048	26,04258	25,21533	16,10355	23,517635	8,141232	14,03193	25,3101	9,5585	14,4957	26,5916	11,3973	15,0999	27,3272	13,5216	15,7511	28,0222	15,7138	16,1835	28,708	17,9464	16,2314	28,5808	20,1213	15,8103	27,811565	22,053602	15,291201	9,250915	5,80471	18,544073	7,4577	7,9632	16,7254	5,6544	10,8039	16,5734	4,7925	13,8976	17,6378	4,5423	17,2033	18,3065	4,3968	20,5572	17,8258	5,3791	23,6475	16,8724	7,726549	25,977739	16,383682	7,934985	9,006294	14,294028	6,2758	10,4746	14,8251	5,2201	12,3608	15,5434	4,7555	14,473	16,3013	4,3568	16,6821	16,7618	4,0268	18,9476	16,8867	4,4922	21,0841	16,3113	5,312057	23,08145	15,584391
Pteropodidae	Epomops_franqueti	13,624732	-7,080492	12,737004	13,24123	-7,05391	12,802748	16,563541	-5,686261	12,865594	10,522144	-5,125357	13,024506	18,076513	-1,336447	13,283506	10,002994	-0,693891	13,54923	20,084135	5,298548	13,249516	9,214691	6,227892	13,71618	20,965927	8,242897	13,404049	8,793046	9,358005	13,885347	19,725185	21,356892	13,093573	12,304509	22,122295	13,479322	22,128983	24,17046	14,640261	10,041668	24,929428	15,345271	24,39978	28,928192	14,128193	8,599313	29,647797	14,556013	NA	NA	NA	9,059388	27,558197	15,737293	NA	NA	NA	9,657765	27,719395	13,593643	NA	NA	NA	NA	NA	NA	17,038361	34,794956	16,422171	16,874445	31,820908	12,688574	15,592459	16,001701	14,570402	13,822826	-3,793282	13,443359	13,940844	-5,198753	18,076061	14,2294	-1,0995	19,3033	14,7157	3,0179	20,6119	15,1993	6,9996	22,2831	15,6508	10,9676	23,9918	16,1055	15,0695	25,3225	16,541	19,1995	26,59	16,8698	23,5097	26,8178	16,9586	27,4859	25,2171	16,9266	30,9198	22,5911	17,166746	34,231312	19,862772	21,391611	6,617878	18,724911	23,2908	8,3399	16,5538	25,4751	10,6751	15,6959	27,1172	13,4619	16,5381	27,951	16,6706	17,1366	28,1774	19,994	17,1818	27,4693	23,2307	16,7175	25,675747	26,06583	16,455156	22,583981	9,371463	13,923121	24,634	10,4485	14,2382	26,2609	12,0771	14,6291	27,2421	14,1443	15,0971	27,8597	16,3813	15,4316	28,1782	18,6907	15,5896	27,9379	20,9921	15,2672	27,205307	23,198753	15,005312	8,192291	7,84969	18,973352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6,879173	26,511364	17,025064	7,360834	10,645167	14,72232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5,406633	25,171196	15,954735
Pteropodidae	Hypsignathus_monstrosus	14,865267	-26,188316	6,209444	14,072515	-26,158751	6,21195	20,331905	-20,6395	6,182264	9,097569	-20,189121	5,973738	21,698622	-13,700659	8,561152	8,823703	-13,371933	8,420267	24,103352	-2,974464	10,51087	7,03073	-2,603342	10,610479	24,897175	1,181198	11,270838	6,479556	1,555019	11,633818	20,643	23,260603	9,760542	12,113779	23,945513	9,852247	24,529501	27,545889	12,734682	8,498349	27,755579	13,349592	27,21874	35,201653	12,809938	6,332903	35,929398	13,232252	26,628128	32,075417	14,089434	6,81509	32,799095	14,397795	25,920479	32,176758	11,311804	7,302896	32,388992	11,315153	22,743551	41,965752	12,928499	11,467401	42,404457	13,061502	17,167734	42,982567	15,34516	16,96303	38,89389	10,564718	16,295366	14,081663	11,740965	14,515266	-19,221241	8,586451	14,367268	-24,765196	18,389112	14,5505	-18,5202	22,1536	15,0919	-11,4521	23,9706	15,6384	-4,5567	26,3861	16,0359	2,6331	26,8188	16,355	9,8102	28,1338	16,7026	16,9668	29,627	16,9418	24,2551	30,3545	17,071	31,5526	29,735	17,3449	37,0505	25,3873	17,474043	42,221176	20,228827	27,537739	4,187031	19,191904	30,3358	6,6518	16,6284	32,266	10,591	16,0118	32,7733	15,173	16,8016	33,4238	19,5354	18,2841	33,4144	24,1623	17,8483	31,5717	28,1279	16,2357	28,77986	31,760576	15,722189	26,33733	5,28837	13,016451	29,3746	6,5328	14,1051	31,7485	8,9606	13,9253	32,4931	12,4529	14,4056	32,8645	15,9747	15,1482	33,4243	19,5098	15,6037	33,6466	23,1083	15,7527	32,218262	25,94861	14,650656	4,272576	5,135904	19,559526	1,5901	7,4493	17,0245	-0,0181	11,653	16,5218	-0,2694	16,0858	17,3957	-0,4589	20,3216	18,8939	-0,0212	24,828	18,6518	1,6668	28,6302	16,8658	4,672069	31,846266	16,148378	5,273635	6,275007	13,741117	2,3391	7,5707	14,441	0,2938	10,2017	14,4239	0,0187	13,587	14,9351	-0,0285	16,9198	15,814	-0,257	20,2974	16,382	-0,3526	23,7413	16,4217	0,946264	26,443735	15,384428
Pteropodidae	Hypsignathus_monstrosus	15,481379	-18,12359	6,619926	14,775606	-18,081507	6,801634	19,968626	-14,553564	8,014765	10,57398	-14,469895	8,159216	20,996464	-9,133105	8,979734	9,586275	-8,962729	9,353197	23,26306	-0,21206	10,728231	7,719696	0,435713	11,24198	24,058619	3,745077	11,493139	7,628403	4,185452	11,884359	19,691698	22,247534	11,656088	12,937273	22,307621	12,140455	23,236891	25,171709	13,603472	9,462917	25,548622	14,015158	26,690435	32,117302	15,021875	7,018192	32,726395	15,101278	26,012266	28,783949	15,652617	7,152689	29,376024	15,722471	25,045347	29,263651	12,840994	7,961668	29,574739	13,137114	21,986113	38,144516	14,946859	11,913656	38,490402	15,251326	17,298443	38,916	17,881056	16,7388	35,13472	12,464251	16,057138	14,028555	12,695181	15,13607	-13,471853	9,061827	14,994137	-16,457001	15,571009	15,4171	-11,5318	18,8194	15,7991	-6,1274	21,2558	16,2017	-0,6568	23,5085	16,4196	5,0525	25,1001	16,5028	10,6386	27,108	16,5424	16,4628	28,1923	16,6968	22,2793	29,3077	16,9417	28,1041	28,3414	17,3516	33,0274	25,1429	17,031595	37,636444	21,59609	25,363398	3,156453	17,433588	28,0273	5,8707	15,8263	29,8739	9,4446	15,4169	30,1844	13,4248	16,4533	30,9184	17,2552	17,5925	31,2573	21,0688	18,1869	30,2756	24,9302	17,2172	27,734152	28,079365	16,701246	25,11841	5,784058	12,606546	27,6383	7,0356	13,576	29,5926	9,2515	13,7525	30,1906	12,1224	14,6033	30,5474	15,0505	15,4259	31,213	17,9354	16,1732	31,5143	20,8961	16,5446	30,455179	23,456575	15,536219	6,085384	3,836428	18,242327	3,7266	6,4989	16,1424	2,2754	10,2598	15,9209	1,8858	14,2668	16,8569	1,5027	18,176	18,2386	1,4628	22,2231	18,6769	2,8789	25,9792	17,671	5,75588	28,809771	17,33182	6,500551	6,712816	13,2526	4,0277	8,172	14,1722	2,4842	10,6915	14,1529	2,0252	13,5892	15,0403	1,8165	16,4771	16,0783	1,6419	19,3892	16,9854	1,6428	22,3089	16,774	2,661474	24,826944	15,926313
