Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50
Hipposideridae	Coelops_frithii	16,859093	15,691994	13,291719	17,663551	16,14673	13,459267	16,043827	16,097031	13,352396	17,81348	16,734283	13,350056	15,847697	16,657682	13,300776	18,088593	18,442673	13,327612	15,321112	18,317608	13,24276	19,662556	25,146881	13,890374	13,117377	24,90126	13,580881	18,197754	25,261641	13,718098	14,588173	25,145004	13,516458	19,66361	24,703897	13,1555	13,207199	24,490108	12,88513	18,238281	22,21088	13,320103	18,4168	22,6402	13,5659	18,6769	22,8106	13,9893	18,942	22,9454	14,4171	18,9672	23,4073	14,3022	18,8933	23,8716	14,0574	18,9099	24,3951	13,9688	18,943045	24,923088	14,007235	14,847626	22,04347	13,117609	14,5807	22,4738	13,3266	14,3381	22,6444	13,7815	14,0113	22,7275	14,1955	13,9124	23,1865	14,0177	13,9452	23,6868	13,7824	13,9475	24,2393	13,73	13,900621	24,79649	13,74017	20,17672	25,091988	12,931959	20,2238	24,3779	12,4559	19,2811	23,9898	12,5488	18,749	23,1239	12,2875	18,4782	22,1322	12,0418	18,2709	21,0918	12,0058	18,1855	20,0357	12,0793	18,1439	18,9801	12,2001	17,9849	17,936	12,3126	17,6422	16,9344	12,4039	16,894991	16,229771	12,297495	16,076	16,8598	12,3387	15,6424	17,8156	12,2092	15,4207	18,8403	12,0315	15,2789	19,89	11,9251	15,111	20,9378	11,8499	14,8271	21,9605	11,8155	14,2765	22,8553	11,9691	13,6992	23,7093	12,2345	12,839	24,084	12,0873	12,567205	24,742067	12,530213
Hipposideridae	Coelops_frithii	16,860813	15,769608	13,041623	17,518658	16,209736	13,222277	16,099365	16,146097	13,165401	17,90056	16,709131	13,229344	15,68644	16,646013	13,133883	18,03772	18,460756	13,275331	15,466965	18,384499	13,143253	19,55513	25,046593	13,950371	13,302927	24,739029	13,547045	18,184429	25,06567	13,777893	14,682705	24,902416	13,522631	19,528633	24,605476	13,19076	13,424047	24,285034	12,726007	18,286217	22,153889	13,321758	18,4225	22,5926	13,591	18,6158	22,8	14,0518	18,8318	22,9589	14,5196	18,8568	23,3514	14,2897	18,8089	23,8186	14,0208	18,8484	24,357	13,9636	18,826904	24,897915	14,035556	14,891956	21,978827	13,121243	14,7466	22,4261	13,3794	14,4632	22,5957	13,7974	14,1939	22,7381	14,2416	14,0872	23,1204	13,9884	14,1272	23,5928	13,7053	14,0943	24,1433	13,63	14,029645	24,693127	13,707018	20,041664	24,899122	12,938826	19,8989	24,353	12,4797	19,0478	23,8726	12,4351	18,6011	22,9601	12,3346	18,2889	22,0079	12,1142	18,0774	21,008	12,067	17,9847	19,9873	12,1075	17,9546	18,9647	12,1892	17,8537	17,9522	12,3105	17,5643	16,9773	12,3443	16,858902	16,284311	12,258522	16,0519	16,837	12,3161	15,6489	17,7728	12,2144	15,4522	18,7719	12,0849	15,3545	19,7884	11,9601	15,2039	20,801	11,8707	14,9396	21,7934	11,8715	14,572	22,7359	12,0532	14,0977	23,6313	12,0738	13,2635	24,0513	11,9217	12,959909	24,540388	12,433493
Hipposideridae	Hipposideros_armiger	16,929712	6,562982	14,411119	18,245543	7,067684	14,879898	15,491853	7,057067	14,609795	18,871069	8,905675	14,218031	14,90694	8,736089	13,93047	19,58569	11,938328	13,279371	14,03866	11,704663	12,987164	23,975576	27,850056	14,046444	8,782488	27,337563	13,330547	20,118946	28,237566	14,044578	12,500428	27,721924	13,641109	23,119619	27,334421	12,065241	9,695445	26,805424	11,498917	20,612114	20,914953	13,388259	20,8934	21,9904	14,5731	21,2812	22,5258	16,0601	21,5783	23,2077	17,5069	21,8892	24,336	17,2572	21,7955	25,2959	15,9412	22,0045	26,4414	14,8228	22,005371	27,955294	14,284798	12,480663	20,698683	13,05632	12,1841	21,8147	14,2316	11,577	22,2308	15,7068	10,7103	22,8276	16,9757	10,3638	23,9192	16,4704	10,6858	24,9307	15,1973	10,7205	26,0881	14,0277	10,631335	27,631641	13,699259	24,005199	28,478163	10,842001	23,5221	26,8066	10,3427	22,5131	24,9501	11,0767	21,4563	23,0365	10,5021	20,7911	20,9631	9,8862	20,4282	18,7503	9,775	20,1454	16,5031	10,0567	19,7897	14,2566	10,238	19,2817	12,0377	10,4098	18,6353	9,867	10,67	17,231792	8,210412	10,402217	15,7915	9,784	10,4774	15,2589	11,9669	10,2076	14,7087	14,1448	9,9029	14,2419	16,3402	9,5861	13,781	18,5498	9,3796	13,0594	20,6713	9,5486	12,1011	22,6648	10,027	10,9767	24,6002	10,3228	9,7569	26,3471	9,6946	8,776486	27,715727	9,960695
Hipposideridae	Hipposideros_armiger	16,965218	7,908902	14,078732	18,153252	8,331568	14,357094	15,687022	8,240946	14,150769	18,829529	10,084803	13,794232	15,002138	9,901772	13,467049	19,424538	13,052001	13,113401	14,234497	12,777611	12,730992	23,55835	28,784801	14,268316	8,899639	28,093935	13,463007	19,887836	29,096817	14,119743	12,56263	28,782614	13,573767	23,223665	27,724562	12,320473	9,711044	27,25304	11,502121	20,28953	21,64938	13,26206	20,483	22,6979	14,5313	20,9972	23,1909	16,0771	21,6823	23,8686	17,4779	22,026	24,9853	17,4699	21,5821	25,79	16,041	21,6452	26,9408	14,826	21,716522	28,551111	14,521948	12,811693	21,436756	12,940529	12,3856	22,4656	14,2228	11,6735	22,8688	15,7289	10,8278	23,5243	17,0595	10,4247	24,5531	16,8332	10,7709	25,3979	15,389	10,9517	26,5884	14,1811	10,762053	28,192076	13,862552	24,123249	28,990591	10,900277	23,6063	27,4341	10,5062	22,2141	25,9746	11,1705	21,3521	24,0066	10,72	20,6999	22,0416	9,9654	20,0414	19,9695	9,6845	19,5614	17,8267	9,8591	19,3644	15,6404	10,0784	19,1709	13,4584	10,3428	18,7183	11,3093	10,5168	17,418509	9,652572	10,295259	15,8215	11,0714	10,3732	15,102	13,1662	10,0676	14,6635	15,3469	9,8055	14,2869	17,5405	9,5386	13,7141	19,694	9,3266	12,8393	21,7399	9,4796	11,8176	23,5951	10,2133	10,6463	25,4549	10,5246	9,2459	26,9221	9,6712	8,95074	28,526602	10,272161
Hipposideridae	Hipposideros_armiger	17,330343	7,168809	14,018353	18,829603	7,677561	14,382225	15,853752	7,59656	14,110092	19,232347	9,426811	13,954391	15,300409	9,331225	13,733234	19,741631	12,519793	13,29325	14,599873	12,39031	13,065946	23,78817	28,545229	13,890336	8,805577	27,767069	13,115259	19,870464	28,878223	13,891315	12,707701	28,482008	13,417597	23,179506	27,767845	11,954584	9,726007	27,202763	11,287625	20,495344	21,328537	13,718424	20,6436	22,3735	14,9455	21,0418	23,0762	16,379	21,653	23,8523	17,6924	21,7691	25,0613	17,1611	21,6387	25,992	15,8257	21,6918	27,2449	14,7578	21,71557	28,736223	14,172976	12,802668	20,964453	13,250902	12,3604	21,9322	14,4475	11,7334	22,5782	15,8006	10,9916	23,2783	17,058	10,7241	24,4453	16,5091	10,9649	25,4261	15,2403	10,9646	26,664	14,1924	10,820699	28,110781	13,554361	23,894192	28,69224	10,041368	22,9735	27,2063	10,5535	21,6385	25,5336	10,8888	20,8864	23,4583	10,5774	20,3307	21,3789	9,9758	19,931	19,2051	9,7743	19,6724	16,9901	9,9313	19,4671	14,773	10,1514	19,1652	12,5657	10,339	18,6587	10,3984	10,5256	17,308998	8,77096	10,428185	15,9732	10,4967	10,3562	15,3234	12,6593	10,0293	14,782	14,8639	9,7882	14,3215	17,0866	9,5355	13,791	19,2999	9,3972	13,079	21,4466	9,5858	12,1576	23,4564	10,1446	11,0024	25,4018	10,2933	9,6991	26,917	9,3354	9,127007	28,354935	9,673244
Hipposideridae	Hipposideros_caffer	16,755554	15,639036	13,818525	17,379717	15,95728	13,901409	16,158512	15,929024	13,868834	17,675966	16,774988	13,565501	15,81664	16,707996	13,499872	17,988558	18,127499	13,355407	15,475954	18,073345	13,242875	20,237324	25,205904	13,845201	12,5441	24,988457	13,395582	18,637154	25,313927	13,680429	14,141064	25,238277	13,397696	20,125296	24,909737	13,118256	12,789704	24,672382	12,734614	18,323402	22,012417	13,282108	18,712	22,3662	13,6522	19,0515	22,4866	14,1843	19,3076	22,8518	14,5827	19,2776	23,3561	14,2766	19,2994	23,9695	14,0988	19,4307	24,6006	14,074	19,466646	25,230453	13,959789	14,689526	21,848797	12,991632	14,3881	22,2281	13,4273	14,0153	22,3103	13,9555	13,6449	22,6088	14,2364	13,6373	23,1657	13,9145	13,5988	23,7917	13,7189	13,4745	24,4371	13,7038	13,357617	25,06966	13,577278	20,65863	25,192867	12,875494	20,5005	24,5456	12,1636	19,5943	24,0761	12,4479	18,9573	23,2288	12,2413	18,5808	22,2904	11,8651	18,3421	21,2396	11,8118	18,1624	20,1722	11,8951	18,0098	19,1034	12,0217	17,8222	18,0415	12,152	17,5475	16,9989	12,2785	16,840715	16,236702	12,318195	16,0975	16,9703	12,1808	15,7778	18,0037	11,9987	15,5572	19,0624	11,8114	15,3616	20,1325	11,6625	15,0936	21,1917	11,5641	14,6806	22,1999	11,6074	14,0946	23,0639	11,9425	13,3802	23,8742	12,0909	12,5243	24,33	11,6936	12,240626	24,913334	12,436843
Hipposideridae	Hipposideros_caffer	16,632465	15,431975	13,835069	17,255032	15,878092	13,985766	16,048681	15,831481	13,958737	17,552214	16,639019	13,678323	15,734201	16,512428	13,609715	17,833736	18,052622	13,31448	15,372955	17,924158	13,218609	NA	NA	NA	12,621838	24,9828	13,419786	NA	NA	NA	13,911691	25,112377	13,415543	NA	NA	NA	12,774711	24,576965	12,741139	18,207359	22,031179	13,133243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18,913052	23,863232	13,988979	14,707079	21,854441	13,017867	14,4016	22,3163	13,3803	14,0506	22,4641	13,917	13,7109	22,6729	14,3358	13,7297	23,1831	13,9717	13,6345	23,8036	13,7821	13,4876	24,4548	13,7928	13,285196	25,049454	13,582106	20,406992	25,006704	12,69095	20,0664	24,492	12,1568	19,1796	23,9888	12,2972	18,6453	23,1127	12,1686	18,3179	22,1568	11,8958	18,0761	21,1514	11,7613	17,9086	20,1199	11,8241	17,7932	19,0858	11,9452	17,6432	18,0597	12,0869	17,3851	17,0563	12,229	16,748541	16,299109	12,156499	16,0132	16,9678	12,174	15,6617	17,9243	11,9852	15,4248	18,9188	11,8027	15,2335	19,9265	11,6342	14,9922	20,9314	11,5484	14,657	21,905	11,6399	14,2243	22,8058	11,924	13,6578	23,657	12,0627	12,8176	24,1836	11,8406	12,242003	24,60367	12,242162
Hipposideridae	Hipposideros_caffer	16,80241	15,270477	13,909822	17,427204	15,671146	14,006114	16,128216	15,622499	13,92028	17,743744	16,440289	13,680641	15,813557	16,367474	13,633949	17,988007	17,922016	13,401718	15,522739	17,835646	13,234674	20,083433	25,527199	13,91889	12,729622	25,230145	13,44314	18,482525	25,55958	13,66217	14,390709	25,374409	13,454048	20,031981	25,194115	13,19502	12,908231	24,896002	12,717619	18,3675	21,954775	13,207112	18,5726	22,4325	13,6695	18,8532	22,58	14,3048	19,1388	22,8711	14,8444	19,2161	23,4741	14,6174	19,1884	24,0635	14,2328	19,2047	24,7735	14,1939	19,244982	25,45874	14,002651	14,860313	21,769844	13,002068	14,5442	22,2287	13,4183	14,1865	22,3725	13,9904	13,7929	22,6136	14,4639	13,7288	23,1994	14,1476	13,6745	23,8384	13,8686	13,5636	24,5251	13,8287	13,488909	25,193132	13,64321	20,639591	25,518299	12,757933	20,3865	24,8699	12,1326	19,401	24,375	12,393	18,799	23,4357	12,2486	18,4982	22,4212	11,8473	18,2485	21,3232	11,7248	18,0515	20,2045	11,786	17,9231	19,0795	11,9005	17,7722	17,9577	12,011	17,5212	16,8573	12,1503	16,864681	15,994314	12,140621	16,165	16,7948	12,0274	15,8652	17,8673	11,8367	15,6498	18,9653	11,6796	15,4499	20,0693	11,5449	15,1768	21,1622	11,4711	14,8496	22,2255	11,6219	14,43	23,2145	11,9613	13,7817	24,1165	11,9984	12,8187	24,5153	11,6363	12,298824	25,11665	12,218909
Hipposideridae	Hipposideros_caffer	16,886818	15,155376	13,726837	17,599342	15,56234	13,81027	16,142029	15,490522	13,641193	17,782619	16,370029	13,61116	15,881027	16,262068	13,433375	18,231796	17,986439	13,373407	15,325043	17,884254	13,095008	20,769634	25,627289	14,250587	11,957808	25,20644	13,482065	18,991251	25,823536	14,010549	13,689478	25,594872	13,583199	20,597569	25,300007	13,231113	12,375496	24,906612	12,621661	18,742903	22,178501	13,35947	19,0165	22,6323	13,8402	19,3535	22,763	14,4452	19,611	23,0227	14,9817	19,6173	23,5862	14,6118	19,5936	24,2609	14,3752	19,7261	24,9651	14,4153	19,887735	25,645351	14,285244	14,532475	21,970943	12,980322	14,1144	22,3788	13,4354	13,6716	22,5448	14,0028	13,225	22,7212	14,4945	13,2719	23,3025	14,0863	13,2882	23,9991	13,842	13,0889	24,7155	13,817	12,787213	25,376274	13,667292	21,032394	25,499451	12,798027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17,149441	15,884478	12,008523	16,2422	16,5154	11,9378	15,8688	17,6353	11,803	15,5801	18,7779	11,6536	15,2978	19,9226	11,5059	14,962	21,0568	11,4048	14,5505	22,1677	11,4139	14,0285	23,1826	11,7281	13,3655	24,1321	11,9416	12,324	24,5332	11,7939	11,868706	25,292601	12,027557
Hipposideridae	Hipposideros_caffer	16,720385	14,865252	14,056723	17,545975	15,174328	14,146976	15,934856	15,141815	14,03838	17,824673	16,037443	13,887911	15,720045	16,04915	13,820343	18,244345	17,716499	13,522789	15,207432	17,695599	13,340719	20,856987	25,572672	13,825784	11,906033	25,292631	13,28027	19,1313	25,74501	13,589909	13,666292	25,544397	13,258751	20,698849	25,184879	13,044599	12,219672	24,90716	12,557139	18,75148	21,900116	13,325731	19,0522	22,3918	13,8176	19,3608	22,4839	14,4913	19,6214	22,8708	14,8634	19,6626	23,4263	14,3665	19,6759	24,1563	14,1917	19,7889	24,9074	14,1704	19,937288	25,584057	13,901064	14,45017	21,746674	13,080374	14,0597	22,2198	13,5383	13,6547	22,3413	14,1835	13,212	22,674	14,4367	13,2266	23,2625	14,0645	13,1896	23,935	13,8003	12,9988	24,6848	13,7374	12,780743	25,370724	13,464005	21,248899	25,392296	12,614545	21,1326	24,5863	12,1778	20,0828	24,2165	12,3176	19,418	23,2677	12,1772	18,9913	22,2335	11,8096	18,6849	21,1058	11,683	18,4964	19,9487	11,7758	18,3421	18,7874	11,9293	18,1076	17,6385	12,0662	17,7457	16,5235	12,1984	16,998045	15,661116	12,122942	16,1259	16,4174	12,0913	15,6876	17,5257	11,8958	15,368	18,6748	11,6969	15,1086	19,8444	11,5249	14,7973	21,0061	11,4239	14,3385	22,1088	11,5175	13,714	23,0898	11,8445	13,0241	24,0694	11,8884	12,0406	24,3427	11,5885	11,728369	25,105934	11,994803
Hipposideridae	Hipposideros_caffer	16,835712	15,27746	13,751799	17,60994	15,641397	13,906091	16,028336	15,593441	13,842605	17,879406	16,369112	13,651573	15,746696	16,289858	13,526431	18,290157	17,990877	13,424863	15,177662	17,844364	13,240353	20,902435	25,48917	13,961388	11,83683	25,104023	13,393574	19,092773	25,544083	13,722754	13,739854	25,286858	13,406323	20,68787	24,961693	13,245112	12,256559	24,658812	12,740643	18,899826	21,936789	13,32435	19,1573	22,3956	13,8158	19,5127	22,5229	14,4495	19,7996	22,8666	14,9904	19,7196	23,3856	14,5242	19,7298	24,0647	14,2445	19,8441	24,793	14,2052	20,032122	25,477596	14,009107	14,235755	21,710739	13,000689	13,9922	22,1667	13,5432	13,5665	22,3587	14,1108	13,151	22,6092	14,6382	13,1963	23,0928	14,1817	13,1425	23,779	13,888	13,0371	24,5165	13,7898	12,816936	25,210819	13,609965	20,801292	24,767908	13,018546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16,938759	15,983739	12,095378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12,29988	24,102463	12,163097
Hipposideridae	Hipposideros_caffer	16,895811	15,23093	13,61496	17,599833	15,605072	13,862535	16,057463	15,528315	13,713482	17,836739	16,410862	13,639824	15,851264	16,446672	13,346104	18,23702	18,121513	13,402625	15,2427	17,999851	13,206737	20,847824	25,604244	14,131277	11,973837	25,331024	13,492306	19,032455	25,758587	13,907134	13,813912	25,528625	13,429943	NA	NA	NA	12,162504	25,145912	13,069538	18,794468	22,049656	13,442993	19,0897	22,5089	13,9363	19,362	22,6677	14,5868	19,6929	22,9524	15,0825	19,5851	23,5114	14,6275	19,7045	24,2107	14,434	19,8485	24,9378	14,4386	19,895298	25,632374	14,204175	14,414728	21,868832	13,08184	14,0046	22,2856	13,5272	13,6194	22,4462	14,1272	13,1708	22,6784	14,5152	13,2902	23,2591	14,1042	13,2051	23,9663	13,9377	13,0524	24,6886	13,9077	12,887924	25,352264	13,660683	20,563957	24,932747	13,048449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17,073765	16,004368	11,97009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11,82795	25,607258	12,597604
Hipposideridae	Hipposideros_commersoni	16,903194	7,099713	15,330077	18,526356	7,627275	15,507793	15,330498	7,474387	15,327321	18,683067	9,842863	14,987844	14,855263	9,617076	14,635489	19,26762	13,081851	14,100794	14,472059	12,825344	13,882516	23,937767	28,25182	13,636842	8,752704	27,602409	12,876813	20,192612	28,874584	13,341833	12,469221	28,515833	12,825651	23,671265	27,619352	11,756735	9,163527	27,061314	11,240147	20,171686	20,81785	14,243363	20,5819	22,0406	15,5435	20,8568	22,8617	17,169	21,2992	23,8865	18,6146	21,671	25,1705	17,9841	21,5261	26,0712	16,388	21,7785	27,177	14,943	22,109509	28,595989	13,832954	12,900795	20,332994	13,380395	12,4909	21,3496	14,9084	11,9435	22,3136	16,4503	11,2026	23,2311	17,9529	10,5884	24,5158	17,6696	10,7961	25,4464	16,0094	10,7319	26,568	14,4646	10,664621	28,07608	13,300192	24,801025	28,396383	10,946604	24,0724	26,8861	10,0089	22,5108	25,5164	10,849	21,299	23,6347	10,3831	21,2054	21,542	9,2712	21,0265	19,3669	8,3631	20,6347	17,0321	8,1034	20,1781	14,6971	8,2276	19,5233	12,4416	8,6357	18,7627	10,3034	9,367	17,221058	8,736313	9,983417	15,5987	10,1687	9,2321	14,7779	12,264	8,4305	14,1139	14,5126	7,9431	13,5825	16,8284	7,6688	13,0024	19,1297	7,8558	12,4028	21,2303	8,7563	11,6531	23,1758	9,9267	10,3228	25,02	10,447	8,7743	26,1359	9,1503	8,205662	27,785923	10,151424
Hipposideridae	Hipposideros_commersoni	17,073116	7,245687	14,537239	18,559299	7,717937	14,537252	15,5798	7,595942	14,317548	19,147896	9,786417	13,807306	14,983764	9,700232	13,399688	19,315178	13,068495	13,452604	14,592751	12,975828	13,248862	24,031286	28,339098	13,475649	8,563122	27,784439	12,732496	20,288868	28,812759	13,183313	12,182743	28,624735	12,696778	23,395023	27,631704	11,661587	9,37272	27,136486	10,782401	20,202911	20,658869	13,632212	20,613	21,9162	15,0449	20,9471	22,8452	16,7043	21,3304	23,7878	18,3383	21,721	25,0736	17,9853	21,6401	25,8073	16,2119	21,7749	27,1095	14,8	21,931358	28,691847	13,716316	12,992636	20,414015	13,151821	12,3951	21,6356	14,4527	11,8189	22,4604	16,0352	11,2137	23,3099	17,5945	10,7534	24,6265	17,4541	10,9857	25,4297	15,7762	10,916	26,6128	14,3191	10,66264	28,072001	13,205015	23,911358	27,929253	10,536498	23,3129	26,6975	10,0457	21,9396	25,3868	10,8997	21,1656	23,429	10,5112	20,6811	21,4351	9,8172	20,2746	19,3304	9,5998	19,931	17,1931	9,693	19,6069	15,0523	9,8171	19,1735	12,9329	9,9563	18,6549	10,8299	9,9518	17,384201	9,200469	9,736061	15,8801	10,6629	9,7418	15,1412	12,738	9,6565	14,548	14,856	9,4899	14,0566	17,001	9,3191	13,5434	19,1426	9,1971	12,9213	21,2305	9,3971	12,1759	23,2082	10,0275	11,2366	25,1622	10,2793	9,5618	26,1746	9,3862	8,849298	27,365561	9,864484
Hipposideridae	Hipposideros_commersoni	16,955322	7,471858	14,93038	18,897453	8,214485	14,00116	15,087967	7,972265	13,969089	19,437386	10,295523	14,085537	14,923557	10,260637	13,926765	19,398808	13,532049	13,818116	14,497106	13,402643	13,530924	23,993149	28,426424	13,582689	8,879835	28,086802	12,839489	20,217464	29,141184	13,281986	12,344896	28,847431	12,862309	23,430508	27,587708	11,722616	9,54689	26,975471	10,85075	20,18856	21,253262	14,059658	20,3749	22,3639	15,4126	20,8602	23,2064	16,8668	21,4576	24,2045	18,1866	21,7154	25,4414	17,8449	21,5252	26,2459	16,2918	21,6798	27,2675	14,8715	21,998238	28,673597	13,872145	12,778596	21,086494	13,632196	12,2828	22,0996	14,9787	11,7445	22,8957	16,451	10,9623	23,8472	17,6927	10,6658	25,0572	17,2059	10,9737	25,8186	15,6629	11,0325	26,9041	14,2956	10,780177	28,282476	13,260075	24,327637	28,272627	10,74094	23,5017	26,873	10,3874	21,935	25,6294	11,1165	21,0547	23,7253	10,3381	20,5977	21,6399	9,6026	20,3483	19,5616	8,8103	20,1014	17,3159	8,7635	19,9193	15,0665	8,8628	19,5508	12,8625	9,1591	18,7769	10,8141	9,6499	17,143284	9,381981	9,952162	15,6619	10,7971	9,4511	14,9958	12,8351	8,8983	14,5343	14,981	8,5737	14,1061	17,1556	8,433	13,5995	19,3063	8,4947	12,9754	21,325	9,1689	12,2032	23,2762	9,8862	11,0512	25,0085	10,6182	9,6128	26,0942	9,5022	8,430838	27,356596	9,770191
Hipposideridae	Hipposideros_fulvus	16,824924	15,013306	13,33243	17,364183	15,260732	13,617826	16,117182	15,202721	13,543937	17,700722	16,039707	13,333434	15,847586	16,059317	13,17487	18,015862	17,551003	13,223546	15,354209	17,501675	12,999188	20,337992	25,346148	13,638156	12,505764	25,08433	13,212315	18,535591	25,512749	13,734615	14,260037	25,313116	13,43036	19,913309	24,876747	12,831115	13,065294	24,67477	12,500764	18,550613	21,916466	13,407894	18,8248	22,4427	13,9053	19,0203	22,7074	14,6082	19,3116	23,0666	15,225	19,3706	23,4487	14,7884	19,3201	23,9361	14,1999	19,314	24,6712	13,9846	19,406368	25,417606	13,814434	14,539557	21,835878	13,206106	14,1714	22,3218	13,6664	13,8724	22,515	14,3448	13,5415	22,8633	14,9305	13,4349	23,2313	14,4735	13,459	23,6958	13,8832	13,5311	24,4183	13,676	13,370986	25,131023	13,510292	20,529926	25,217091	12,281541	20,2209	24,4468	12,0327	19,3064	24,1836	12,259	18,8669	23,2213	12,1383	18,6055	22,2169	11,8214	18,3526	21,1715	11,6994	18,1376	20,1084	11,7512	18,0418	19,0277	11,8136	17,9378	17,9481	11,8775	17,6854	16,8949	11,9223	16,960541	16,163054	11,777369	16,1949	16,8324	11,7862	15,8528	17,8441	11,727	15,6221	18,8892	11,6944	15,4015	19,9343	11,6207	15,1182	20,9646	11,5552	14,8071	21,9804	11,6328	14,4288	22,9405	11,9056	13,9249	23,8685	12,0311	13,0206	24,2295	11,7533	12,404984	24,811401	11,681961
Hipposideridae	Hipposideros_pratti	16,825848	7,558353	14,212365	18,156584	8,146156	14,700648	15,477821	7,995424	14,433867	18,626709	9,972506	13,950597	15,007011	9,800665	13,63378	19,494293	13,379753	13,331668	14,118813	13,200333	13,012542	24,302147	28,418278	14,027577	8,250015	28,102818	13,273317	20,824532	29,220772	13,472606	11,729395	28,941936	13,637426	23,636963	27,674507	12,166536	9,335588	27,367371	11,345956	20,509518	21,261057	13,242465	20,6496	22,2546	14,6099	20,9236	22,8777	16,165	21,3838	23,7371	17,5444	21,657	24,7661	16,9197	21,8591	25,7842	15,5869	22,0882	27,05	14,4943	22,392965	28,671391	14,095847	12,718777	20,953514	13,205619	12,0984	21,894	14,4472	11,3444	22,4548	15,8653	10,5726	23,2617	17,1423	10,2961	24,2682	16,5299	10,4585	25,3638	15,2568	10,3816	26,6465	14,1504	10,191374	28,282043	13,778609	24,579536	27,892647	11,088545	23,7285	27,3104	10,5335	22,6878	25,4792	11,0308	21,9377	23,4868	10,3465	21,2728	21,4485	9,7066	20,6433	19,3019	9,7577	20,1521	17,1365	10,1136	19,7864	14,9301	10,3493	19,2703	12,7472	10,5282	18,6864	10,5955	10,8071	17,250004	8,988544	10,740464	15,7959	10,5648	10,5437	15,1799	12,7268	10,3803	14,575	14,8772	10,0845	14,1068	17,06	9,7745	13,5769	19,231	9,5049	12,7552	21,3206	9,4307	11,7258	23,235	9,9928	10,686	25,1483	10,5254	9,5465	26,8543	9,8512	8,865927	28,289356	10,008414
Hipposideridae	Hipposideros_speoris	16,826674	13,502365	13,83816	17,709408	13,878907	14,09304	16,026848	13,831804	13,987284	18,042042	15,009436	13,768377	15,670142	14,832556	13,65843	18,249771	16,849558	13,520734	15,190904	16,685423	13,306612	20,919035	26,136198	13,798459	11,926409	25,683352	13,315014	18,909534	26,218624	13,565471	13,908865	25,936922	13,338513	20,850836	25,690027	12,881229	12,195101	25,264322	12,428403	18,838299	21,817318	13,262355	19,1695	22,4048	13,9103	19,509	22,717	14,7325	19,8519	23,0781	15,5136	19,8085	23,7056	14,993	19,7241	24,3942	14,3593	19,7624	25,2649	14,0698	19,872669	26,165302	13,849751	14,357383	21,517059	13,044316	13,9066	22,0982	13,613	13,4625	22,399	14,3782	13,037	22,7218	15,1401	13,0145	23,3444	14,7006	13,0318	24,0265	14,0617	12,949	24,8824	13,7432	12,860198	25,775885	13,499583	21,556023	26,167461	12,474837	21,2723	25,5878	11,858	20,2999	24,6847	12,2019	19,7057	23,4554	11,939	19,2725	22,2119	11,4772	18,8393	20,9045	11,2923	18,5688	19,5372	11,3605	18,3763	18,1678	11,5572	18,1476	16,8026	11,7348	17,805	15,4581	11,8842	16,982378	14,427486	11,826494	16,038	15,3557	11,7669	15,5647	16,6253	11,5855	15,2434	17,9377	11,3713	15,0036	19,2744	11,1961	14,7035	20,6046	11,0947	14,2681	21,8993	11,1298	13,6962	23,0836	11,4988	13,0013	24,2177	11,7277	11,9828	25,0156	11,3998	11,33322	25,732595	11,62292
