Family	Shi Tree label	x1	y1	z1	x2	y2	z2	x3	y3	z3	x4	y4	z4	x5	y5	z5	x6	y6	z6	x7	y7	z7	x8	y8	z8	x9	y9	z9	x10	y10	z10	x11	y11	z11	x12	y12	z12	x13	y13	z13	x14	y14	z14	x15	y15	z15	x16	y16	z16	x17	y17	z17	x18	y18	z18	x19	y19	z19	x20	y20	z20	x21	y21	z21	x22	y22	z22	x23	y23	z23	x24	y24	z24	x25	y25	z25	x26	y26	z26	x27	y27	z27	x28	y28	z28	x29	y29	z29	x30	y30	z30	x31	y31	z31	x32	y32	z32	x33	y33	z33	x34	y34	z34	x35	y35	z35	x36	y36	z36	x37	y37	z37	x38	y38	z38	x39	y39	z39	x40	y40	z40	x41	y41	z41	x42	y42	z42	x43	y43	z43	x44	y44	z44	x45	y45	z45	x46	y46	z46	x47	y47	z47	x48	y48	z48	x49	y49	z49	x50	y50	z50
Pteropodidae	Eidolon_helvum	17,108047	-6,120502	11,146063	18,915964	-4,896076	11,544747	14,820887	-5,086615	11,145649	19,749521	-2,645001	10,800564	14,648653	-2,862149	10,762907	22,602135	8,266047	11,898967	11,440782	8,012198	11,183245	30,001698	34,315834	16,172421	2,151023	33,891006	14,768205	25,102951	34,477577	15,239823	7,163247	33,948616	14,267472	28,025612	32,957336	11,659724	4,79359	32,538277	10,479186	24,505442	17,329908	12,973928	25,4469	20,9513	14,7927	26,191	23,8611	17,6916	26,8631	26,5724	20,8109	27,2328	29,9001	23,2923	27,9497	33,6763	22,733	27,9016	32,5362	19,2583	27,823925	33,675102	16,527309	8,523208	17,181858	12,093581	7,378	20,6474	13,9332	6,116	23,345	16,7755	4,8415	25,99	19,6625	3,944	29,2193	22,0547	3,3255	32,9791	21,5902	3,9327	32,1636	18,3003	4,425442	32,888885	15,375748	28,109013	33,944588	9,572196	27,2919	31,4849	6,9671	27,0948	27,685	6,4038	26,7092	23,8419	6,5644	25,782	20,1011	6,9138	24,6712	16,4078	7,2277	23,4857	12,7251	7,2494	22,3646	9,0358	6,9362	21,1097	5,3851	6,6651	20,1016	1,6503	6,6676	17,921572	-1,431698	6,565306	15,0862	0,9433	6,4247	13,2499	4,4842	6,3237	11,878	8,2384	6,4251	10,5542	12,0122	6,5073	9,2543	15,7932	6,4007	8,0901	19,5912	5,9895	7,2371	23,4729	5,8693	6,5307	27,2867	6,8179	5,915	30,7729	5,816	4,852479	33,661331	8,194948
Pteropodidae	Eidolon_helvum	18,283762	-5,379375	10,110632	20,363335	-4,60099	10,386564	16,05702	-4,764874	10,062278	20,89616	-1,847302	10,107385	15,464088	-2,102893	9,807336	22,78718	8,864395	10,613669	12,004391	8,176281	10,127469	29,673443	34,369179	15,897192	1,904754	33,055115	14,496614	24,848871	34,641426	15,347122	6,740995	33,84787	14,451695	27,907793	33,139389	11,265945	4,320007	32,106659	10,000909	24,172686	18,054674	12,548153	25,5561	21,6873	14,6646	26,1124	24,1962	18,3742	26,3449	26,9155	21,953	26,6809	30,2891	24,7755	27,5554	34,0726	23,6826	27,5088	32,3455	20,0692	27,602407	32,971985	16,190201	9,469269	17,282171	11,677064	7,5086	20,7468	13,4703	6,3042	23,0385	17,1621	5,5866	25,6992	20,7332	4,3461	29,207	23,0756	3,3164	32,5718	22,1396	4,0131	31,0776	18,578	4,327549	32,447021	15,171929	27,775202	34,053024	9,825047	27,5594	31,848	6,8985	26,9812	28,1501	5,9078	26,3951	24,3265	5,5708	25,6189	20,5336	5,8834	24,6243	16,786	6,2019	23,6092	13,0325	6,2653	22,6877	9,2582	6,0757	21,8934	5,4527	6,0668	20,8263	1,7147	6,1227	18,465034	-1,095211	5,867764	15,7899	1,5237	5,7087	14,1427	5,0685	5,6046	12,7294	8,7148	5,5067	11,378	12,3862	5,481	10,0368	16,0527	5,2529	8,7432	19,7095	4,7453	7,6324	23,428	4,314	6,8549	27,1981	4,8804	6,0241	30,9429	5,5757	4,694667	33,263237	8,072579
Pteropodidae	Eonycteris_spelaea	NA	NA	NA	18,692125	5,801047	10,861855	15,820155	5,86143	10,544629	18,724194	7,431528	10,835922	15,885874	7,600344	10,474147	19,696644	14,283652	11,425962	14,074128	14,105766	11,394785	23,89035	29,121796	15,061413	8,427689	28,634756	14,148447	21,472404	28,920033	14,468168	10,777418	28,860102	13,9533	23,247215	28,316822	12,691645	9,603484	28,000793	11,698072	20,79315	19,235765	13,014029	21,494	21,482	13,9801	22,2398	23,4653	15,4043	23,1056	25,3066	16,9508	23,8261	27,0212	18,698	24,2549	29,2269	18,8979	23,7591	28,5078	16,9764	22,917418	28,728846	15,199068	12,951897	18,020559	11,904299	11,9939	20,2473	12,775	10,9011	22,3984	14,04	9,7249	24,3567	15,5322	8,4939	26,039	17,2935	7,8398	28,2324	18,3066	8,4044	28,0819	16,2544	9,418402	28,304708	14,429475	23,117508	28,44759	11,81411	22,7414	26,6079	10,8618	22,1344	24,5096	11,0669	21,6287	22,3887	10,7546	21,1037	20,2736	10,4103	20,5745	18,1518	10,1165	20,0588	16,0335	9,7746	19,5783	13,8999	9,481	19,0824	11,7668	9,2122	18,6149	9,6256	8,9748	17,590706	7,816817	8,588686	16,1494	9,4294	8,7728	15,4342	11,5562	8,8884	14,7439	13,6816	9,1048	14,0733	15,8067	9,3827	13,2784	17,8913	9,65	12,4819	19,9845	9,8298	11,7476	22,0947	10,0592	11,0691	24,2141	10,3351	10,4582	26,3571	10,1043	9,747169	28,212791	10,951245
Pteropodidae	Eonycteris_spelaea	17,37664	5,334952	11,255138	18,723295	5,989118	11,533895	15,753976	6,019287	11,228876	18,803852	8,285439	11,583809	15,512364	8,162062	11,324641	19,679295	14,606461	12,300582	13,936434	14,37353	12,040739	24,842293	29,121161	14,266803	7,676652	28,553514	13,365649	22,186592	29,140732	14,227424	10,295134	28,656212	13,702826	23,606777	28,246832	12,150459	9,287092	27,700268	11,329654	21,194145	19,918135	13,444682	21,8796	21,9342	14,0725	22,6649	23,7617	15,0632	23,4449	25,3463	16,4121	24,212	26,8141	17,8944	24,8229	28,649	18,2649	24,3889	28,1314	16,4293	23,586658	28,877489	14,928944	12,119823	19,548164	12,965527	11,2182	21,469	13,5388	10,1512	23,2137	14,362	9,101	24,73	15,5585	8,0903	26,0868	16,9726	7,3609	27,8837	17,2501	7,9473	27,4669	15,4326	8,946503	28,246679	14,095926	23,566078	28,003395	11,35583	22,9436	26,2502	10,9232	22,2705	24,4837	11,7006	22,0773	22,4976	11,1568	21,5051	20,4838	10,8653	20,8645	18,4897	10,5778	20,2347	16,4949	10,2732	19,6272	14,4872	10,0093	18,9999	12,4829	9,7673	18,3039	10,5271	9,3766	17,210087	8,951757	8,758648	15,8332	10,2756	9,3078	15,0157	12,158	9,6118	14,3344	14,1165	9,706	13,6875	16,0802	9,9032	12,9577	18,0148	10,0982	12,2001	19,9411	10,268	11,4698	21,8734	10,4839	10,8157	23,8368	10,6379	10,1872	25,7559	10,236	9,422536	27,427813	10,60038
Pteropodidae	Eonycteris_spelaea	17,226681	4,984066	10,860119	18,632011	5,911917	11,465996	15,714514	5,809666	11,342494	18,803505	7,746291	11,557467	15,491191	7,53293	11,407129	19,979687	14,234002	12,306953	13,572746	14,067495	11,986549	24,510674	28,761982	14,38299	8,054125	28,212914	13,268843	21,921089	28,893074	14,103008	10,597406	28,363052	13,52478	23,324654	28,051231	12,126507	9,774912	27,453035	11,005153	20,973917	19,168602	13,349491	21,7548	21,39	14,0322	22,6198	23,4383	15,0973	23,4881	25,1473	16,649	24,0217	26,6703	18,5115	24,6487	28,7723	18,8627	24,1954	28,1385	16,7635	23,594818	28,40037	14,828304	12,303926	18,719492	12,850975	11,3883	20,936	13,4331	10,2392	22,8928	14,4089	9,0368	24,5546	15,7941	8,1962	26,1267	17,5068	7,4947	28,1702	17,8339	8,1643	27,6062	15,7443	9,126978	27,932865	13,907101	23,300812	28,213169	10,977236	23,0222	26,5509	9,8976	22,4782	24,6475	10,8361	21,869	22,4935	10,8931	21,2759	20,3362	10,7002	20,6908	18,1843	10,4378	20,1732	16,01	10,2206	19,6992	13,8242	10,0183	19,1907	11,6466	9,8124	18,5701	9,4987	9,6054	17,271605	7,874939	9,336961	15,9159	9,5025	9,3306	15,1023	11,5422	9,5195	14,3748	13,6147	9,7021	13,6826	15,7003	9,8734	12,9758	17,7807	10,0457	12,2578	19,8601	10,182	11,5382	21,9379	10,3335	10,8242	24,0135	10,2118	10,1112	25,8438	9,2838	9,782019	27,576994	10,091349
Pteropodidae	Eonycteris_spelaea	17,172857	4,082677	10,524992	18,886843	5,072691	11,098143	15,559615	4,928317	10,908497	19,033512	6,951563	11,199076	15,184332	6,745594	11,026721	20,217796	14,02457	12,224415	13,722269	13,819597	11,888039	24,671219	29,584612	14,293406	7,724642	29,041313	13,15089	22,072674	29,726437	14,084949	10,299435	29,408703	13,348697	23,693916	28,674891	12,190479	8,970477	28,290493	11,093669	21,038778	18,992323	13,532753	21,9382	21,2081	14,398	22,8262	23,1893	15,7717	23,7349	24,9268	17,4277	24,6817	26,5418	19,1703	25,5627	28,5235	18,9104	24,4277	28,1306	16,7145	23,472565	29,118046	14,865484	12,182253	18,880938	13,080813	11,0141	20,9972	13,7991	9,8542	22,8918	15,0489	8,7576	24,5845	16,6048	7,6243	26,0823	18,3121	6,8481	27,9923	17,7234	8,037	27,565	15,5388	8,912285	28,854483	13,836208	24,108429	29,066612	10,744504	23,4168	27,1796	10,1756	22,7635	25,0774	10,8307	22,1115	22,8743	10,8451	21,5074	20,6648	10,5633	20,9225	18,4541	10,2528	20,3346	16,2515	9,8938	19,7703	14,045	9,5216	19,1801	11,8385	9,1923	18,5394	9,6642	8,7624	17,427933	7,822182	8,255251	15,794	9,4284	8,6058	14,9152	11,7066	8,9764	14,1465	14,0439	9,2241	13,3413	16,0614	10,0641	12,5006	17,9113	11,1465	11,9384	19,9712	10,3058	11,1722	22,1686	10,0691	10,2781	24,4624	10,0068	9,5034	26,6601	9,2146	8,487694	28,606806	9,850611
Pteropodidae	Epomophorus_wahlbergi	17,372206	-0,027968	11,752281	19,051189	0,582705	12,140276	15,588883	0,454279	11,907448	19,786198	3,241419	11,379192	14,673296	2,953635	10,969566	21,23571	11,503387	11,015282	12,469172	11,148435	10,432239	26,60627	33,056267	16,147747	5,31085	31,940029	14,951044	22,823311	33,217648	15,347452	9,037919	32,618652	14,79339	25,738369	32,769726	12,336801	6,92393	32,170647	11,518885	22,388718	17,557613	12,048267	23,1449	20,7627	13,562	23,9215	23,5093	15,7441	24,5603	25,6816	18,5762	24,9388	27,6204	21,5893	25,904	30,5738	21,183	25,1386	30,1959	17,766	25,178318	32,681599	16,176334	10,935275	17,169065	11,513977	9,835	20,3038	12,9145	8,8131	22,905	15,1556	7,7749	24,9444	17,9552	6,8898	26,8444	20,8892	5,8121	29,7928	20,5857	6,7203	29,5015	17,2039	7,036479	31,497982	15,231863	25,866589	32,893703	10,653139	26,158	30,7328	8,294	25,5687	27,523	7,817	24,7149	24,3194	8,1536	23,7435	21,1426	8,4129	22,8254	17,9406	8,3253	22,0338	14,7113	8,0977	21,45	11,4323	7,9635	20,7787	8,1694	7,9802	19,861	4,9681	8,1026	17,902847	2,474841	8,30176	15,4572	4,5492	7,6533	14,0225	7,6382	7,521	13,0255	10,8969	7,44	12,116	14,1854	7,4974	11,1359	17,4533	7,5814	10,0184	20,6743	7,514	8,6821	23,7939	7,1695	7,5718	26,9967	6,8582	7,0212	30,2713	7,3821	6,802672	32,372681	9,943192
Pteropodidae	Epomophorus_wahlbergi	17,588112	-0,982532	10,836934	19,475948	-0,438264	11,229931	15,919245	-0,633213	11,170959	20,129333	1,977361	10,822181	14,964039	1,782522	10,519137	22,088537	10,388273	10,601204	12,558569	10,004413	10,114987	27,451609	34,398335	16,662848	4,471972	33,16378	15,234272	22,930513	34,099445	15,736198	9,01709	33,489845	14,931465	25,825449	34,201611	13,44364	6,318626	33,371746	12,270163	22,976349	17,053001	11,97293	23,2857	20,6675	13,6229	23,8748	23,7352	16,0925	24,5004	26,3102	19,1063	24,7249	28,8484	22,2047	25,551	32,1082	22,715	25,6944	32,2591	19,2236	25,21476	33,443485	16,414434	10,741922	16,444826	11,359084	9,7873	19,999	12,8669	8,7043	23,0397	15,179	7,5664	25,6168	17,9858	6,6713	27,8819	21,126	5,8828	31,2526	21,5597	6,1214	31,6491	18,1853	6,956732	32,329281	15,192039	25,864124	34,650948	10,623291	25,8916	31,775	8,6795	25,3947	28,3618	7,9468	24,6431	24,8864	7,9405	23,8715	21,4147	7,9704	23,1522	17,9321	7,9734	22,4996	14,4403	7,8085	21,8357	10,952	7,6195	21,1716	7,459	7,6104	20,0581	4,0889	7,5357	17,795959	1,593382	7,707736	15,3946	3,9674	7,2054	13,9266	7,1816	7,177	12,9887	10,5878	7,119	12,0044	13,9828	7,1897	10,9704	17,363	7,3214	9,9496	20,7494	7,2466	8,9229	24,1283	7,0388	7,9704	27,5285	6,827	7,2495	30,9206	7,4158	6,864193	33,790638	9,28313
Pteropodidae	Epomophorus_wahlbergi	17,519512	0,768154	10,185154	18,983967	1,296209	10,559761	16,054619	1,305115	10,37148	19,260826	3,40825	10,645065	15,216062	3,170333	10,387915	21,693642	12,288813	11,590759	12,903973	10,554304	10,568209	26,847649	31,07617	14,888224	5,70506	29,940584	13,859686	23,22924	31,241438	14,364134	8,927489	30,093794	13,549065	25,15778	30,472692	12,184233	7,673979	29,578886	11,071612	22,717655	18,547676	12,497335	23,5234	21,7015	13,4315	24,0309	24,0295	15,9586	24,4151	25,9878	18,8172	24,7307	28,2445	21,4064	25,4239	31,1687	21,0764	25,31	29,8927	18,0767	25,115993	30,22616	15,210697	10,975406	18,069321	11,821176	9,726	21,1043	12,6052	8,666	23,3427	15,0121	7,7427	25,2795	17,7302	6,8159	27,4259	20,2833	6,0647	30,4463	19,9633	6,5905	29,4543	17,2283	7,249939	29,263939	14,256144	25,314709	30,659033	9,850211	25,234	28,2142	8,6591	24,564	25,5955	9,3293	24,0111	22,8399	9,3963	23,4022	20,1026	9,0647	22,7717	17,3603	8,8227	22,1097	14,6227	8,6151	21,5218	11,8659	8,4424	20,7975	9,1416	8,3316	19,7229	6,5519	8,0594	17,634895	4,812018	7,858418	15,4457	6,3886	7,7469	14,0997	8,8462	7,8978	13,1033	11,4708	8,0036	12,2146	14,1353	8,1271	11,2649	16,778	8,2656	10,3602	19,4354	8,4127	9,6496	22,1424	8,6711	8,9825	24,858	8,5117	8,3088	27,432	7,7416	7,696648	29,788656	8,930225
Pteropodidae	Epomophorus_wahlbergi	17,684767	-1,530534	11,406418	19,595493	-1,129861	11,738171	15,764581	-1,325226	11,417301	20,288132	1,619586	11,455658	14,837081	1,384024	11,042513	22,188969	10,205588	11,583328	12,215327	9,7106	10,799752	27,754494	33,485023	16,148018	4,271651	32,585251	14,694101	23,87487	34,328621	15,219561	8,181784	33,798317	14,090139	26,747124	34,099655	13,032388	5,644279	33,569008	11,283508	22,939236	17,033669	12,699453	23,6839	20,2146	14,3153	24,4711	23,1952	16,2487	25,1942	25,6376	18,9049	25,5729	27,8397	21,8226	26,3788	30,9524	21,7843	26,2789	30,7534	18,3487	25,740288	32,553146	16,02795	10,245999	16,683193	12,054478	9,231	19,9363	13,4562	8,0806	22,8688	15,4173	7,0819	25,3206	18,0634	6,0554	27,525	20,911	5,0736	30,6287	20,3408	5,5851	30,2082	16,8329	6,438061	32,027596	14,807907	26,769661	34,114967	10,651316	26,072	31,9872	7,9832	25,6562	28,4787	7,4656	25,1642	24,9317	7,8518	24,2712	21,456	8,2397	23,389	17,9619	8,4374	22,5644	14,4482	8,4494	21,7972	10,9218	8,3599	21,0567	7,389	8,3665	20,042	3,9361	8,228	17,922699	1,203312	8,259089	15,1647	3,2827	7,9096	13,8574	6,6714	7,8047	12,91	10,1862	7,709	11,8188	13,6602	7,6963	10,6825	17,118	7,5799	9,5852	20,5798	7,3072	8,5681	24,049	6,8699	7,7282	27,5656	6,447	6,9151	31,0764	6,7886	6,022624	33,444435	9,221043
Pteropodidae	Epomophorus_wahlbergi	17,903091	-4,312222	10,704555	20,242369	-3,589474	11,084121	16,010811	-3,884902	11,079477	20,900166	-0,121724	10,693167	14,733729	-0,328859	10,501255	23,047577	9,721235	11,057783	11,650139	9,229195	10,214299	28,963078	36,771999	17,293539	2,483322	35,736309	15,253039	24,93906	37,237766	16,183916	6,639486	36,248329	14,950201	27,71073	35,566998	13,197509	4,087787	34,363762	11,691196	23,704741	16,511171	12,374035	24,3428	20,4533	14,3363	25,0002	24,1882	16,5883	25,5455	27,2327	19,786	25,8603	29,8148	23,3874	26,9711	33,372	23,4014	26,6756	33,0182	19,2282	26,705671	36,030117	17,333817	10,07014	15,883953	11,504995	9,136	19,7354	13,3166	7,878	23,3731	15,2839	6,7069	26,1829	18,4133	5,7799	28,6403	21,8853	4,5991	32,0311	22,1039	5,224	31,9332	18,1791	4,691084	34,656288	15,692517	28,220135	34,990875	10,154677	28,5066	31,8936	7,9057	27,7367	28,2409	7,0973	26,5273	24,558	7,1049	25,2001	20,9227	7,4463	24,2645	17,1496	7,5324	23,4661	13,3429	7,5135	22,6011	9,5532	7,3819	21,6144	5,7975	7,169	20,3308	2,1461	6,9133	17,877609	-0,6421	7,086664	15,3324	2,0624	6,6451	13,7596	5,6144	6,7065	12,3779	9,2529	6,7171	11,1338	12,9403	6,6925	10,0188	16,6675	6,5808	8,8625	20,376	6,3501	7,3313	23,9243	5,9779	5,468	27,3124	5,5885	4,3079	30,8531	6,3116	3,960116	33,790688	8,726246
Pteropodidae	Epomops_franqueti	17,9835	-0,177548	11,161463	19,63575	0,318993	11,392815	16,223444	0,12595	11,030811	20,360054	2,913572	11,294571	15,35978	2,72525	10,78949	22,177311	11,41434	11,444286	12,682084	10,882346	10,582232	26,299873	33,543365	15,748217	5,450409	32,415596	13,762152	22,60405	33,331535	15,164772	9,214891	32,466381	13,877983	25,32032	32,712097	12,900671	6,949855	31,695557	11,230417	22,722767	17,067673	12,912842	22,9493	20,0077	13,9927	23,2127	22,864	15,2443	23,5792	25,3379	17,1404	23,7104	27,8492	19,0171	24,3116	30,6677	19,9811	24,924	31,6262	17,9634	24,623394	32,938358	15,912292	11,33445	16,378775	11,793026	10,4318	19,825	13,0458	9,2757	22,9941	14,7014	8,1667	25,8415	16,9173	7,2849	28,4017	19,5449	6,2816	31,3839	20,0673	6,8138	30,8013	16,6939	7,380196	32,030262	14,23455	25,691422	32,345249	11,481788	25,5408	29,7956	9,6976	25,1468	26,5917	9,8806	24,5824	23,4453	10,4189	23,8905	20,2767	10,4011	23,2453	17,1182	10,0176	22,6536	13,9679	9,4966	22,09	10,8044	9,0297	21,4302	7,6338	8,8146	20,4372	4,552	8,6305	18,267437	2,447229	8,088726	15,8217	4,4799	8,1043	14,3815	7,3983	8,0713	13,361	10,4901	8,1885	12,4704	13,6143	8,4617	11,4377	16,6816	8,8558	10,3383	19,7401	9,1074	9,3119	22,8294	8,9767	8,4519	25,9307	8,4782	7,77	29,0692	8,2048	7,045788	31,560776	10,016531
Pteropodidae	Epomops_franqueti	16,956526	0,529368	10,735959	18,959955	1,227397	10,767195	15,111324	1,10377	10,685406	19,324533	3,602512	10,62161	14,452965	3,451786	10,346345	21,523954	11,827981	11,038045	12,065339	11,577539	10,372288	26,446981	32,716961	15,82219	5,784632	31,874607	14,664549	22,828823	32,64447	15,454514	9,303809	32,166763	14,718409	25,393524	31,931995	13,077579	7,383702	31,403812	11,801359	22,291658	17,43589	12,388793	22,8746	20,654	13,6313	23,4167	23,4676	15,635	23,9495	25,5693	18,3804	24,5091	27,9063	20,9451	25,0333	30,8302	21,4877	24,982	30,3602	18,4527	24,609842	31,773266	16,02953	10,879906	16,755913	11,424914	10,3955	19,9558	12,7661	9,6337	22,9477	14,4519	8,4689	25,3136	16,8493	7,5499	27,4108	19,5689	6,5325	30,1788	20,4013	7,0168	30,1277	17,3096	7,608034	31,143553	14,925434	25,379845	31,644157	11,490482	25,4109	29,3901	9,4598	24,9035	26,3861	9,1922	24,0379	23,4257	9,6025	23,2707	20,4109	9,6144	22,543	17,4003	9,3185	21,8513	14,406	8,8206	21,218	11,3873	8,4047	20,6042	8,3461	8,1638	19,4044	5,489	7,9685	17,155918	3,510512	7,777115	15,1376	5,5936	7,6708	14,0416	8,4237	7,747	13,2438	11,3488	7,9671	12,3494	14,2421	8,2081	11,3411	17,0865	8,5751	10,3506	19,9497	8,8026	9,4179	22,8365	8,6848	8,5778	25,6842	8,0618	7,8732	28,5668	8,2003	7,60738	30,985182	9,944674
Pteropodidae	Hypsignathus_monstrosus	18,260582	-14,345135	7,854592	21,591978	-13,493891	8,252966	14,863081	-13,667585	7,635379	22,548716	-9,402889	7,484295	13,77206	-9,674405	6,870008	26,150238	6,404589	10,084682	8,880083	5,796143	8,91977	30,898619	39,325573	17,102196	0,350686	38,039268	15,156754	24,493006	38,426418	16,036713	6,998811	37,814289	14,680083	28,61622	38,73135	12,845393	3,230059	37,158558	11,001298	26,350664	15,899452	13,306532	25,8202	20,4583	15,5298	26,2446	25,071	17,6388	27,3701	29,1917	20,4059	28,4482	32,7563	23,8916	29,3485	37,2192	25,4262	28,9563	37,087	21,1668	27,772024	37,591221	17,21735	7,30014	14,61787	11,459721	7,1695	19,0765	14,187	6,5789	23,7735	16,3969	4,775	27,8935	18,8844	2,9605	31,57	22,1233	1,3448	36,0942	23,6732	2,0911	36,0841	19,4998	3,85359	36,335308	15,657384	28,427607	37,532169	10,368798	28,5482	33,4077	8,1752	28,3138	28,6097	8,3803	27,6075	23,8527	8,3605	26,9721	19,0966	8,0266	26,4226	14,3489	7,4827	25,8787	9,6393	6,6674	25,1645	4,973	5,7434	24,1085	0,355	4,9097	22,3317	-4,0563	4,2704	18,592678	-6,636173	3,631001	14,4363	-4,4117	3,7005	12,3156	-0,1127	4,0407	11,0147	4,4928	4,7962	9,7126	9,0907	5,5994	8,552	13,7458	6,2769	7,4034	18,4281	6,7618	6,058	23,0751	6,9713	4,5946	27,6906	6,8554	3,8903	32,4615	6,5932	3,613646	36,501301	9,026343
Pteropodidae	Hypsignathus_monstrosus	17,362301	-7,943245	9,743808	20,167425	-7,024096	10,106601	14,375143	-7,157264	9,789548	21,005997	-3,951097	9,358624	13,434784	-3,919599	8,846894	23,969498	8,045494	10,395921	10,371422	7,937212	9,645503	29,78125	35,742714	16,072876	2,211754	34,878479	14,558845	24,243893	34,945793	15,196443	7,899898	34,272804	14,200299	27,97308	34,697243	12,773908	4,838256	33,975357	11,009065	24,748806	16,549553	12,85078	24,5707	20,4929	14,7658	25,5211	24,348	16,7019	26,5173	27,681	19,4102	27,4952	30,613	22,5802	28,2606	34,5127	23,4015	27,9428	33,3845	19,5301	27,182846	34,155617	16,375347	8,561108	16,322763	12,189403	8,2994	20,3559	13,8344	6,9028	24,1328	15,6594	5,5054	27,2748	18,444	4,0065	30,2183	21,4024	2,7883	34,033	21,9754	4,0072	32,887	18,3904	5,046453	33,388496	15,03958	27,651497	34,183578	10,572566	27,3695	31,2285	8,0962	27,3011	27,1401	7,9744	26,5553	23,0872	8,2688	25,6963	19,0454	8,3023	24,8192	15,0204	8	23,9502	11,014	7,4695	23,1746	6,9918	6,9167	22,3896	2,9475	6,6068	20,6807	-0,7739	6,3683	17,268105	-2,87139	5,925006	13,9435	-0,8515	6,0204	12,2476	2,7742	6,0686	11,2808	6,672	6,3036	10,3592	10,5648	6,7507	9,3901	14,4488	7,1727	8,4577	18,3607	7,307	7,5374	22,2799	7,298	6,5908	26,1776	7,0286	6,0144	30,1286	6,7511	5,781071	33,51487	8,71462
Pteropodidae	Hypsignathus_monstrosus	17,970661	-9,048265	10,107492	20,715403	-8,193466	10,318742	14,841814	-8,479397	10,333189	21,381403	-4,636969	10,249906	13,940571	-5,052732	9,854687	24,267694	8,061502	11,208521	11,636991	2,315142	9,937221	30,021864	36,125648	16,263664	1,751444	34,913273	14,786706	23,791195	36,072624	15,501914	7,627224	35,157135	14,884842	27,781893	35,711529	11,846769	4,238063	34,490616	10,506759	24,905285	17,145344	13,434151	24,9908	20,9587	15,0511	25,7411	24,6095	16,8988	26,8519	27,676	19,5026	28,0359	30,4853	22,3632	28,8785	33,9444	23,4157	28,4846	33,5612	19,7191	26,965733	34,793018	16,792412	8,760967	16,087055	12,535838	8,172	19,978	14,2018	6,8945	23,7032	15,8163	5,2556	26,8271	18,2339	3,7436	29,6487	21,0855	2,1783	33,0401	21,5752	3,5539	32,5157	18,0689	4,797347	33,960312	15,331414	27,430645	35,575302	10,403923	27,1165	32,7034	7,7084	26,7433	28,6868	7,8535	26,3195	24,6629	8,2647	25,7636	20,6377	8,402	25,085	16,6415	8,1273	24,3581	12,6752	7,6081	23,6891	8,7058	7,0259	22,7632	4,774	6,5931	21,3494	0,9741	6,3292	18,748865	-2,045256	6,428535	14,9876	-0,7897	6,2571	12,8801	2,7771	6,0944	11,6606	6,7593	6,3843	10,5569	10,7558	6,8947	9,5088	14,7699	7,3835	8,594	18,8412	7,5619	7,4394	22,8439	7,3038	6,368	26,8274	6,6921	5,7979	30,925	6,1621	5,535069	34,1964	8,457741
Pteropodidae	Hypsignathus_monstrosus	17,782753	-13,089668	9,545715	20,840034	-12,282207	10,065228	14,344505	-12,379101	9,106357	21,865059	-8,329361	8,908482	13,446373	-8,299232	8,0846	24,973778	6,275433	11,007915	9,419193	5,905384	9,790499	31,107262	37,485218	16,567505	0,765781	37,102451	14,450406	24,501099	36,966686	15,532953	7,542805	36,777607	14,344631	28,732788	36,827465	11,85251	3,844738	36,479443	10,237679	25,61182	15,536762	13,465892	25,8612	19,7633	15,3727	26,6125	23,8877	17,3966	27,5429	27,4908	20,2186	28,6816	30,7976	23,3245	29,9412	34,8046	24,3465	29,2268	34,281	20,3935	27,771194	36,100231	16,95602	7,698856	15,263142	12,097466	7,1297	19,4973	13,9375	6,0801	23,5509	15,928	4,6187	27,0591	18,6124	2,7657	30,2308	21,465	1,1921	34,2005	22,5121	2,0446	34,3504	18,969	3,3358	35,412022	15,471244	28,358612	35,963825	9,959269	28,7173	31,8817	8,117	28,173	27,279	8,4418	27,442	22,69	8,5046	26,6656	18,1077	8,4055	25,8746	13,5409	8,061	25,0722	9,0033	7,4533	24,2985	4,4784	6,7205	23,2218	0,0107	6,0498	21,4149	-4,2248	5,6768	17,820457	-6,831501	5,366272	14,2943	-3,999	4,8343	12,1243	0,1248	4,8089	10,5558	4,4915	5,3649	9,3777	8,9513	6,1533	8,3652	13,4905	6,6798	7,4322	18,0715	6,8715	6,4457	22,6477	6,8404	5,2404	27,1612	6,5685	4,2844	31,7218	6,3506	4,02092	35,750683	8,596518
